b,chi_sat,p,tempo_max,chi_max,chi_min,N,M,v,a,tempo_sat,instancia,tempo_min
5000,5441,40,27.6081,5441,5423,5500,999772,3,500,36.2619,bi_a500_b5000_p40%_v3.col,62.5039
5000,5438,40,31.067,5438,5424,5500,1001275,4,500,36.1647,bi_a500_b5000_p40%_v4.col,79.6155
5000,5440,40,24.8107,5440,5426,5500,999564,5,500,41.1677,bi_a500_b5000_p40%_v5.col,73.5608
5000,5463,50,44.8722,5463,5453,5500,1249911,1,500,50.137,bi_a500_b5000_p50%_v1.col,72.3191
5000,5464,50,43.9202,5464,5453,5500,1250798,2,500,54.0934,bi_a500_b5000_p50%_v2.col,69.6778
5000,5463,50,42.4728,5463,5455,5500,1249816,3,500,61.2175,bi_a500_b5000_p50%_v3.col,81.4343
5000,5465,50,48.9646,5465,5452,5500,1249270,4,500,51.8561,bi_a500_b5000_p50%_v4.col,76.7923
5000,5461,50,41.6699,5461,5454,5500,1250519,5,500,46.838,bi_a500_b5000_p50%_v5.col,62.8053
5000,5476,60,65.3273,5476,5470,5500,1500337,1,500,77.6407,bi_a500_b5000_p60%_v1.col,116.7295
5000,5069,60,8.0903,5069,5062,5500,1499648,2,500,9.3609,bi_a500_b5000_p60%_v2.col,16.0912
5000,5476,60,55.5813,5476,5471,5500,1499639,3,500,75.5389,bi_a500_b5000_p60%_v3.col,94.0723
5000,5476,60,56.9078,5476,5470,5500,1499636,4,500,74.0108,bi_a500_b5000_p60%_v4.col,121.7405
5000,5472,60,55.7715,5472,5468,5500,1498875,5,500,67.3709,bi_a500_b5000_p60%_v5.col,106.398
5000,5483,70,65.1676,5483,5479,5500,1750285,1,500,87.155,bi_a500_b5000_p70%_v1.col,176.4285
5000,5483,70,80.0918,5483,5479,5500,1750235,2,500,99.3223,bi_a500_b5000_p70%_v2.col,126.3358
5000,5483,70,75.1914,5483,5479,5500,1749248,3,500,91.0669,bi_a500_b5000_p70%_v3.col,88.3204
5000,5484,70,69.2165,5484,5480,5500,1749170,4,500,89.4542,bi_a500_b5000_p70%_v4.col,125.0924
5000,5484,70,65.4041,5484,5481,5500,1750098,5,500,76.5202,bi_a500_b5000_p70%_v5.col,104.1289
5000,5488,80,95.9214,5488,5486,5500,1999749,1,500,119.6943,bi_a500_b5000_p80%_v1.col,120.4514
5000,5488,80,92.0205,5488,5486,5500,1999497,2,500,114.8343,bi_a500_b5000_p80%_v2.col,113.0845
5000,5489,80,98.4619,5489,5487,5500,1999193,3,500,117.4186,bi_a500_b5000_p80%_v3.col,209.0545
5000,5489,80,93.9589,5489,5485,5500,2000508,4,500,108.9652,bi_a500_b5000_p80%_v4.col,137.0928
5000,5490,80,94.4231,5490,5486,5500,2000824,5,500,116.1886,bi_a500_b5000_p80%_v5.col,118.8824
5000,5494,90,121.585,5494,5492,5500,2250770,1,500,156.9756,bi_a500_b5000_p90%_v1.col,117.6708
5000,5491,90,120.8672,5491,5492,5500,2250051,2,500,130.4361,bi_a500_b5000_p90%_v2.col,123.5169
5000,5494,90,115.2709,5494,5492,5500,2250054,3,500,138.9172,bi_a500_b5000_p90%_v3.col,161.887
5000,5493,90,107.5644,5493,5492,5500,2250472,4,500,138.2675,bi_a500_b5000_p90%_v4.col,134.1337
5000,5494,90,108.5063,5494,5491,5500,2249876,5,500,163.3729,bi_a500_b5000_p90%_v5.col,149.3444
1000,386,1,0.0171,325,523,2000,10032,1,1000,0.0314,bi_a1000_b1000_p01%_v1.col,0.0264
1000,411,1,0.0176,380,554,2000,10197,2,1000,0.0306,bi_a1000_b1000_p01%_v2.col,0.0266
1000,374,1,0.0157,350,574,2000,9969,3,1000,0.031,bi_a1000_b1000_p01%_v3.col,0.0295
1000,416,1,0.0152,310,534,2000,10087,4,1000,0.0299,bi_a1000_b1000_p01%_v4.col,0.0271
1000,387,1,0.0146,320,575,2000,9898,5,1000,0.0293,bi_a1000_b1000_p01%_v5.col,0.0299
1000,676,3,0.0305,455,553,2000,30236,1,1000,0.0578,bi_a1000_b1000_p03%_v1.col,0.0287
1000,601,3,0.0294,461,549,2000,30188,2,1000,0.0555,bi_a1000_b1000_p03%_v2.col,0.0284
1000,594,3,0.0306,460,546,2000,30148,3,1000,0.0531,bi_a1000_b1000_p03%_v3.col,0.0281
1000,636,3,0.0303,462,553,2000,30312,4,1000,0.0554,bi_a1000_b1000_p03%_v4.col,0.0292
1000,630,3,0.0305,465,557,2000,30135,5,1000,0.0579,bi_a1000_b1000_p03%_v5.col,0.0288
1000,913,5,0.0634,713,790,2000,49500,1,1000,0.0947,bi_a1000_b1000_p05%_v1.col,0.0526
1000,901,5,0.0554,714,811,2000,49961,2,1000,0.0927,bi_a1000_b1000_p05%_v2.col,0.0545
1000,962,5,0.052,714,809,2000,49848,3,1000,0.0935,bi_a1000_b1000_p05%_v3.col,0.0612
1000,920,5,0.0542,713,811,2000,49699,4,1000,0.0935,bi_a1000_b1000_p05%_v4.col,0.0512
1000,863,5,0.0522,718,815,2000,50052,5,1000,0.0969,bi_a1000_b1000_p05%_v5.col,0.0516
1000,1299,10,0.1906,1303,1348,2000,100111,1,1000,0.248,bi_a1000_b1000_p10%_v1.col,0.1851
1000,1286,10,0.1938,1290,1337,2000,100123,2,1000,0.2527,bi_a1000_b1000_p10%_v2.col,0.1854
1000,1283,10,0.1905,1285,1341,2000,99693,3,1000,0.2463,bi_a1000_b1000_p10%_v3.col,0.1774
1000,1299,10,0.1987,1291,1346,2000,100116,4,1000,0.261,bi_a1000_b1000_p10%_v4.col,0.1781
1000,1281,10,0.2019,1288,1343,2000,99775,5,1000,0.2543,bi_a1000_b1000_p10%_v5.col,0.174
1000,1789,20,0.8168,1793,1742,2000,200037,1,1000,1.0434,bi_a1000_b1000_p20%_v1.col,0.6896
1000,1789,20,0.7531,1793,1746,2000,199938,2,1000,1.0123,bi_a1000_b1000_p20%_v2.col,0.6943
1000,1786,20,0.7467,1790,1755,2000,199668,3,1000,1.002,bi_a1000_b1000_p20%_v3.col,0.7081
1000,1788,20,0.8094,1785,1747,2000,199918,4,1000,0.9305,bi_a1000_b1000_p20%_v4.col,0.733
1000,1785,20,0.7785,1793,1753,2000,200282,5,1000,0.9839,bi_a1000_b1000_p20%_v5.col,0.705
1000,1896,30,1.5433,1900,1876,2000,300128,1,1000,1.8192,bi_a1000_b1000_p30%_v1.col,1.3609
1000,1900,30,1.4729,1901,1881,2000,300158,2,1000,1.6232,bi_a1000_b1000_p30%_v2.col,1.4329
1000,1897,30,1.4201,1900,1878,2000,300494,3,1000,1.8264,bi_a1000_b1000_p30%_v3.col,1.3576
1000,1897,30,1.4585,1902,1875,2000,299780,4,1000,1.824,bi_a1000_b1000_p30%_v4.col,1.3951
1000,1901,30,1.4496,1902,1880,2000,300342,5,1000,1.8891,bi_a1000_b1000_p30%_v5.col,1.4751
1000,1940,40,2.2053,1942,1930,2000,400221,1,1000,2.9681,bi_a1000_b1000_p40%_v1.col,2.175
1000,1940,40,2.1408,1945,1931,2000,399902,2,1000,3.158,bi_a1000_b1000_p40%_v2.col,2.1718
1000,1940,40,2.2396,1943,1929,2000,399618,3,1000,3.1567,bi_a1000_b1000_p40%_v3.col,2.088
1000,1943,40,2.4739,1940,1929,2000,399955,4,1000,3.072,bi_a1000_b1000_p40%_v4.col,2.182
1000,1942,40,2.1564,1946,1932,2000,399811,5,1000,2.5129,bi_a1000_b1000_p40%_v5.col,2.6245
1000,1966,50,3.277,1965,1957,2000,500821,1,1000,4.2772,bi_a1000_b1000_p50%_v1.col,2.994
1000,1964,50,3.1383,1963,1957,2000,499975,2,1000,3.904,bi_a1000_b1000_p50%_v2.col,3.0804
1000,1965,50,3.1773,1964,1957,2000,500810,3,1000,4.7296,bi_a1000_b1000_p50%_v3.col,3.0394
1000,1963,50,2.9303,1965,1956,2000,499285,4,1000,3.6197,bi_a1000_b1000_p50%_v4.col,2.9472
1000,1965,50,2.9816,1966,1956,2000,500546,5,1000,3.8429,bi_a1000_b1000_p50%_v5.col,2.6725
1000,1977,60,4.1066,1976,1971,2000,600273,1,1000,5.0398,bi_a1000_b1000_p60%_v1.col,4.1715
1000,1976,60,4.1545,1977,1973,2000,600070,2,1000,5.2775,bi_a1000_b1000_p60%_v2.col,3.9173
1000,1977,60,4.2795,1976,1971,2000,601024,3,1000,5.4415,bi_a1000_b1000_p60%_v3.col,3.8422
1000,1976,60,4.0051,1977,1972,2000,599209,4,1000,5.0674,bi_a1000_b1000_p60%_v4.col,4.3375
1000,1976,60,3.9237,1976,1973,2000,600111,5,1000,4.7142,bi_a1000_b1000_p60%_v5.col,4.2472
1000,1984,70,5.0473,1983,1982,2000,700185,1,1000,6.3548,bi_a1000_b1000_p70%_v1.col,6.1505
1000,1983,70,5.5672,1985,1981,2000,700326,2,1000,6.1695,bi_a1000_b1000_p70%_v2.col,5.1681
1000,1985,70,5.3541,1985,1980,2000,700160,3,1000,6.434,bi_a1000_b1000_p70%_v3.col,5.3757
1000,1986,70,5.4867,1983,1982,2000,699889,4,1000,6.9069,bi_a1000_b1000_p70%_v4.col,5.1784
1000,1984,70,5.2181,1984,1981,2000,699495,5,1000,6.6367,bi_a1000_b1000_p70%_v5.col,5.9061
1000,1990,80,7.4212,1991,1988,2000,799953,1,1000,8.2099,bi_a1000_b1000_p80%_v1.col,6.3051
1000,1988,80,6.4385,1989,1988,2000,800201,2,1000,7.6437,bi_a1000_b1000_p80%_v2.col,6.8309
1000,1989,80,6.9017,1990,1988,2000,800350,3,1000,7.6745,bi_a1000_b1000_p80%_v3.col,6.6636
1000,1989,80,6.4122,1990,1988,2000,799949,4,1000,8.1002,bi_a1000_b1000_p80%_v4.col,6.2902
1000,1989,80,6.653,1990,1987,2000,800105,5,1000,8.9106,bi_a1000_b1000_p80%_v5.col,6.4177
1000,1993,90,7.3014,1993,1992,2000,900225,1,1000,9.5244,bi_a1000_b1000_p90%_v1.col,8.0035
1000,1994,90,7.6054,1993,1992,2000,900215,2,1000,9.4569,bi_a1000_b1000_p90%_v2.col,7.4368
1000,1993,90,7.4572,1994,1992,2000,900707,3,1000,9.5526,bi_a1000_b1000_p90%_v3.col,7.5672
1000,1994,90,7.7292,1993,1992,2000,899889,4,1000,9.2273,bi_a1000_b1000_p90%_v4.col,7.276
1000,1993,90,7.2741,1993,1993,2000,900174,5,1000,8.9738,bi_a1000_b1000_p90%_v5.col,7.3313
5000,928,1,0.1688,928,1059,6000,49621,1,1000,0.3053,bi_a1000_b5000_p01%_v1.col,0.0849
5000,933,1,0.1679,933,1061,6000,49914,2,1000,0.2969,bi_a1000_b5000_p01%_v2.col,0.091
5000,921,1,0.2086,921,1061,6000,50109,3,1000,0.3005,bi_a1000_b5000_p01%_v3.col,0.0861
5000,925,1,0.1743,925,1063,6000,50134,4,1000,0.3022,bi_a1000_b5000_p01%_v4.col,0.0896
5000,917,1,0.1723,917,1061,6000,50172,5,1000,0.3014,bi_a1000_b5000_p01%_v5.col,0.0854
5000,1319,3,0.2876,1319,1478,6000,149688,1,1000,0.4875,bi_a1000_b5000_p03%_v1.col,0.3653
5000,1332,3,0.2841,1332,1481,6000,150307,2,1000,0.5149,bi_a1000_b5000_p03%_v2.col,0.3809
5000,1328,3,0.292,1328,1480,6000,149799,3,1000,0.5063,bi_a1000_b5000_p03%_v3.col,0.3855
5000,1317,3,0.2872,1317,1481,6000,150301,4,1000,0.5032,bi_a1000_b5000_p03%_v4.col,0.3775
5000,1331,3,0.287,1331,1491,6000,150319,5,1000,0.4996,bi_a1000_b5000_p03%_v5.col,0.3912
5000,1829,5,0.5235,1829,2165,6000,250255,1,1000,0.8185,bi_a1000_b5000_p05%_v1.col,1.1226
5000,1836,5,0.518,1836,2168,6000,250487,2,1000,0.8182,bi_a1000_b5000_p05%_v2.col,1.092
5000,1840,5,0.5157,1840,2167,6000,249678,3,1000,0.8312,bi_a1000_b5000_p05%_v3.col,1.1289
5000,1838,5,0.5175,1838,2184,6000,250642,4,1000,0.8029,bi_a1000_b5000_p05%_v4.col,1.1674
5000,1847,5,0.7893,1847,2169,6000,250674,5,1000,0.8062,bi_a1000_b5000_p05%_v5.col,1.1774
5000,4885,10,2.3415,4885,4860,6000,500599,1,1000,3.0287,bi_a1000_b5000_p10%_v1.col,4.4392
5000,4892,10,2.377,4892,4861,6000,500224,2,1000,2.9895,bi_a1000_b5000_p10%_v2.col,4.1123
5000,4909,10,2.3772,4909,4873,6000,500125,3,1000,3.0487,bi_a1000_b5000_p10%_v3.col,3.7204
5000,4881,10,2.3242,4881,4850,6000,500599,4,1000,2.9576,bi_a1000_b5000_p10%_v4.col,3.8953
5000,4886,10,2.4218,4886,4852,6000,500754,5,1000,3.0248,bi_a1000_b5000_p10%_v5.col,4.1756
5000,5752,20,8.9188,5752,5698,6000,998795,1,1000,10.6691,bi_a1000_b5000_p20%_v1.col,18.5455
5000,5757,20,9.0963,5757,5699,6000,999172,2,1000,11.1871,bi_a1000_b5000_p20%_v2.col,16.1579
5000,5753,20,8.9877,5753,5699,6000,999574,3,1000,10.7498,bi_a1000_b5000_p20%_v3.col,16.6263
5000,5758,20,8.7578,5758,5703,6000,999152,4,1000,10.6801,bi_a1000_b5000_p20%_v4.col,16.201
5000,5757,20,9.2753,5757,5693,6000,999449,5,1000,10.8209,bi_a1000_b5000_p20%_v5.col,15.6348
5000,5884,30,17.6077,5884,5858,6000,1499614,1,1000,21.2331,bi_a1000_b5000_p30%_v1.col,26.845
5000,5887,30,17.6927,5887,5860,6000,1499593,2,1000,20.8097,bi_a1000_b5000_p30%_v2.col,32.8382
5000,5882,30,17.2601,5882,5862,6000,1499637,3,1000,20.8612,bi_a1000_b5000_p30%_v3.col,26.2262
5000,5885,30,16.4428,5885,5857,6000,1500327,4,1000,20.3179,bi_a1000_b5000_p30%_v4.col,31.9638
5000,5885,30,17.4229,5885,5855,6000,1500579,5,1000,20.9914,bi_a1000_b5000_p30%_v5.col,29.5023
5000,5935,40,28.8475,5935,5922,6000,1999296,1,1000,34.6034,bi_a1000_b5000_p40%_v1.col,44.8316
5000,5932,40,29.7448,5932,5921,6000,1999681,2,1000,35.5222,bi_a1000_b5000_p40%_v2.col,54.9153
5000,5933,40,29.9848,5933,5922,6000,1999928,3,1000,35.5664,bi_a1000_b5000_p40%_v3.col,38.7715
5000,5934,40,26.9177,5934,5921,6000,2001353,4,1000,32.9135,bi_a1000_b5000_p40%_v4.col,36.7952
5000,5933,40,27.8058,5933,5920,6000,1999216,5,1000,33.6489,bi_a1000_b5000_p40%_v5.col,46.742
5000,5956,50,41.0592,5956,5952,6000,2499796,1,1000,49.445,bi_a1000_b5000_p50%_v1.col,51.6255
5000,5959,50,40.3837,5959,5950,6000,2500198,2,1000,49.5149,bi_a1000_b5000_p50%_v2.col,54.7296
5000,5957,50,40.1024,5957,5949,6000,2500694,3,1000,47.2599,bi_a1000_b5000_p50%_v3.col,58.8919
5000,5959,50,43.6523,5959,5952,6000,2500020,4,1000,53.7401,bi_a1000_b5000_p50%_v4.col,66.2139
5000,5957,50,40.4465,5957,5952,6000,2501562,5,1000,49.095,bi_a1000_b5000_p50%_v5.col,58.6423
5000,5974,60,60.4781,5974,5969,6000,3000063,1,1000,74.4735,bi_a1000_b5000_p60%_v1.col,78.5427
5000,5973,60,57.7281,5973,5970,6000,3001275,2,1000,70.5084,bi_a1000_b5000_p60%_v2.col,86.3807
5000,5973,60,57.8763,5973,5970,6000,2999485,3,1000,71.0116,bi_a1000_b5000_p60%_v3.col,73.3119
5000,5974,60,56.3947,5974,5966,6000,3000212,4,1000,69.4772,bi_a1000_b5000_p60%_v4.col,80.4267
5000,5971,60,59.7576,5971,5969,6000,2998265,5,1000,72.8163,bi_a1000_b5000_p60%_v5.col,90.6824
5000,5982,70,74.8076,5982,5979,6000,3499183,1,1000,92.5384,bi_a1000_b5000_p70%_v1.col,83.277
5000,5980,70,80.2572,5980,5978,6000,3500222,2,1000,97.8467,bi_a1000_b5000_p70%_v2.col,91.7846
5000,5982,70,78.8146,5982,5980,6000,3499096,3,1000,95.85,bi_a1000_b5000_p70%_v3.col,77.8629
5000,5981,70,73.411,5981,5979,6000,3500693,4,1000,90.841,bi_a1000_b5000_p70%_v4.col,86.2049
5000,5981,70,72.901,5981,5980,6000,3498764,5,1000,90.4016,bi_a1000_b5000_p70%_v5.col,106.0757
5000,5988,80,93.3705,5988,5986,6000,4000655,1,1000,116.3294,bi_a1000_b5000_p80%_v1.col,96.2618
5000,5988,80,104.2065,5988,5986,6000,3999833,2,1000,130.1583,bi_a1000_b5000_p80%_v2.col,128.294
5000,5988,80,99.5638,5988,5986,6000,3999921,3,1000,120.1966,bi_a1000_b5000_p80%_v3.col,101.7981
5000,5987,80,103.2942,5987,5987,6000,4000654,4,1000,127.6174,bi_a1000_b5000_p80%_v4.col,99.2707
5000,5987,80,98.5282,5987,5986,6000,3999169,5,1000,117.8324,bi_a1000_b5000_p80%_v5.col,103.2263
5000,5991,90,115.6293,5991,5991,6000,4499372,1,1000,142.6142,bi_a1000_b5000_p90%_v1.col,131.6568
5000,5991,90,112.5627,5991,5992,6000,4500342,2,1000,139.9279,bi_a1000_b5000_p90%_v2.col,129.5172
5000,5993,90,118.7049,5993,5990,6000,4500007,3,1000,144.7296,bi_a1000_b5000_p90%_v3.col,121.5021
5000,5993,90,119.9251,5993,5992,6000,4499718,4,1000,145.7072,bi_a1000_b5000_p90%_v4.col,117.3646
5000,5992,90,113.8456,5992,5991,6000,4500254,5,1000,141.6343,bi_a1000_b5000_p90%_v5.col,130.8011
5000,2579,1,0.6803,1541,1805,10000,249107,1,5000,1.7397,bi_a5000_b5000_p01%_v1.col,0.6461
5000,2254,1,0.6866,1541,1824,10000,250308,2,5000,1.4252,bi_a5000_b5000_p01%_v2.col,0.6341
5000,2379,1,0.6968,1550,1818,10000,250487,3,5000,1.4374,bi_a5000_b5000_p01%_v3.col,0.6432
5000,2202,1,0.6799,1534,1818,10000,249393,4,5000,1.4106,bi_a5000_b5000_p01%_v4.col,0.6278
5000,2514,1,0.6997,1546,1810,10000,250007,5,5000,1.4863,bi_a5000_b5000_p01%_v5.col,0.642
5000,5155,3,2.1317,4269,4467,10000,750569,1,5000,3.9309,bi_a5000_b5000_p03%_v1.col,2.461
5000,5153,3,2.0797,4263,4444,10000,750714,2,5000,3.9251,bi_a5000_b5000_p03%_v2.col,2.1919
5000,5133,3,2.1536,4262,4458,10000,750425,3,5000,4.0598,bi_a5000_b5000_p03%_v3.col,2.4806
5000,5147,3,2.0583,4276,4462,10000,749582,4,5000,3.9423,bi_a5000_b5000_p03%_v4.col,2.1815
5000,5142,3,2.1109,4282,4447,10000,751180,5,5000,3.9701,bi_a5000_b5000_p03%_v5.col,2.4899
5000,6352,5,8.1402,6385,6624,10000,1250186,1,5000,10.6724,bi_a5000_b5000_p05%_v1.col,7.9042
5000,6398,5,7.935,6396,6596,10000,1251003,2,5000,10.3557,bi_a5000_b5000_p05%_v2.col,7.6447
5000,6383,5,8.2295,6367,6624,10000,1248840,3,5000,10.6517,bi_a5000_b5000_p05%_v3.col,7.9471
5000,6369,5,8.2582,6393,6593,10000,1249828,4,5000,10.5968,bi_a5000_b5000_p05%_v4.col,7.8589
5000,6404,5,8.2742,6385,6619,10000,1250396,5,5000,10.6568,bi_a5000_b5000_p05%_v5.col,8.0135
5000,8929,10,38.5201,8923,8782,10000,2502040,1,5000,52.3504,bi_a5000_b5000_p10%_v1.col,34.0983
5000,8912,10,36.6214,8922,8780,10000,2501047,2,5000,48.7758,bi_a5000_b5000_p10%_v2.col,35.5845
5000,8917,10,38.3448,8931,8787,10000,2500938,3,5000,49.6191,bi_a5000_b5000_p10%_v3.col,35.9506
5000,8915,10,37.3709,8920,8793,10000,2501152,4,5000,47.5036,bi_a5000_b5000_p10%_v4.col,35.5169
5000,8917,10,36.7222,8920,8775,10000,2501623,5,5000,47.1292,bi_a5000_b5000_p10%_v5.col,37.14
5000,9699,20,114.3464,9702,9649,10000,4999981,1,5000,142.6581,bi_a5000_b5000_p20%_v1.col,108.3701
5000,9696,20,111.2204,9703,9650,10000,5000627,2,5000,140.6512,bi_a5000_b5000_p20%_v2.col,107.1586
5000,9702,20,112.5621,9699,9649,10000,5002791,3,5000,137.5969,bi_a5000_b5000_p20%_v3.col,109.7638
5000,9697,20,100.9646,9698,9645,10000,4999856,4,5000,126.9007,bi_a5000_b5000_p20%_v4.col,101.8617
5000,9699,20,104.5376,9695,9656,10000,4998998,5,5000,130.712,bi_a5000_b5000_p20%_v5.col,105.8043
5000,9861,30,184.5392,9860,9845,10000,7499650,1,5000,223.3697,bi_a5000_b5000_p30%_v1.col,201.3008
5000,9858,30,191.5874,9863,9842,10000,7499408,2,5000,247.8122,bi_a5000_b5000_p30%_v2.col,189.8017
5000,9856,30,192.4481,9864,9837,10000,7500870,3,5000,221.8956,bi_a5000_b5000_p30%_v3.col,181.1252
5000,9859,30,206.9505,9861,9843,10000,7502177,4,5000,238.5267,bi_a5000_b5000_p30%_v4.col,195.7353
5000,9859,30,200.4032,9861,9843,10000,7498152,5,5000,225.315,bi_a5000_b5000_p30%_v5.col,195.7917
5000,9920,40,273.4354,9920,9911,10000,10000230,1,5000,345.2115,bi_a5000_b5000_p40%_v1.col,296.4559
5000,9922,40,288.0881,9919,9910,10000,10000545,2,5000,353.4302,bi_a5000_b5000_p40%_v2.col,284.3881
5000,9922,40,286.039,9922,9913,10000,10000950,3,5000,336.5151,bi_a5000_b5000_p40%_v3.col,315.3737
5000,9921,40,288.225,9921,9913,10000,10003077,4,5000,404.2599,bi_a5000_b5000_p40%_v4.col,302.4259
5000,9921,40,311.1561,9922,9910,10000,9998576,5,5000,385.8376,bi_a5000_b5000_p40%_v5.col,273.0248
5000,9953,50,422.9472,9954,9945,10000,12503686,1,5000,460.5809,bi_a5000_b5000_p50%_v1.col,382.1565
5000,9951,50,437.2814,9950,9947,10000,12501117,2,5000,473.9738,bi_a5000_b5000_p50%_v2.col,374.6447
5000,9951,50,440.8074,9952,9948,10000,12499282,3,5000,495.6521,bi_a5000_b5000_p50%_v3.col,424.4547
5000,9951,50,411.2216,9952,9943,10000,12495975,4,5000,487.7982,bi_a5000_b5000_p50%_v4.col,381.6636
5000,9951,50,433.4923,9949,9948,10000,12500491,5,5000,503.923,bi_a5000_b5000_p50%_v5.col,366.7462
5000,9968,60,584.1776,9968,9963,10000,14997264,1,5000,580.2215,bi_a5000_b5000_p60%_v1.col,571.7246
5000,9969,60,614.3097,9968,9965,10000,15002507,2,5000,644.2606,bi_a5000_b5000_p60%_v2.col,556.5369
5000,9968,60,507.2523,9968,9965,10000,14996581,3,5000,769.4762,bi_a5000_b5000_p60%_v3.col,509.7889
5000,9968,60,570.0867,9968,9964,10000,15000324,4,5000,914.2197,bi_a5000_b5000_p60%_v4.col,505.0555
5000,9968,60,513.61,9968,9963,10000,14999407,5,5000,645.2016,bi_a5000_b5000_p60%_v5.col,559.987
5000,9978,70,679.2436,9979,9976,10000,17499501,1,5000,910.891,bi_a5000_b5000_p70%_v1.col,658.0885
5000,9979,70,690.479,9976,9975,10000,17499125,2,5000,879.2741,bi_a5000_b5000_p70%_v2.col,660.985
5000,9980,70,700.762,9979,9976,10000,17496491,3,5000,822.3601,bi_a5000_b5000_p70%_v3.col,656.9261
5000,9979,70,665.5323,9978,9977,10000,17497511,4,5000,832.6351,bi_a5000_b5000_p70%_v4.col,686.0061
5000,9978,70,720.0027,9977,9978,10000,17497598,5,5000,866.7552,bi_a5000_b5000_p70%_v5.col,652.8128
5000,9986,80,908.688,9986,9986,10000,20001801,1,5000,1015.4863,bi_a5000_b5000_p80%_v1.col,821.4637
5000,9986,80,837.7483,9985,9985,10000,19997365,2,5000,950.7057,bi_a5000_b5000_p80%_v2.col,848.5161
5000,9986,80,796.1617,9985,9985,10000,20000954,3,5000,1043.9379,bi_a5000_b5000_p80%_v3.col,826.2048
5000,9987,80,825.8897,9986,9985,10000,19999956,4,5000,977.4593,bi_a5000_b5000_p80%_v4.col,848.6921
5000,9986,80,773.9365,9985,9984,10000,20000393,5,5000,997.1359,bi_a5000_b5000_p80%_v5.col,778.2526
5000,9992,90,973.5014,9991,9991,10000,22498697,1,5000,1376.8298,bi_a5000_b5000_p90%_v1.col,990.0683
5000,9992,90,973.8736,9991,9989,10000,22498983,2,5000,1180.9035,bi_a5000_b5000_p90%_v2.col,948.8445
5000,9991,90,989.7736,9991,9990,10000,22497063,3,5000,1184.8291,bi_a5000_b5000_p90%_v3.col,1070.6921
5000,9991,90,948.0155,9992,9991,10000,22500376,4,5000,2485.1909,bi_a5000_b5000_p90%_v4.col,964.5733
5000,9992,90,2456.4857,9991,9990,10000,22499986,5,5000,2744.2745,bi_a5000_b5000_p90%_v5.col,2409.0514
