a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,1000,1100,1,1016,1,2.2399625906000002,0.7474180931489687,91.4,0.8717797887081347,bi_a100_b1000_p01%_v1.col
100,1000,1100,1,985,2,1.3876743927999997,0.16686311313794153,87.6,1.6911534525287761,bi_a100_b1000_p01%_v2.col
100,1000,1100,1,1007,3,1.2313092872,0.13120257409303382,91.2,1.5297058540778354,bi_a100_b1000_p01%_v3.col
100,1000,1100,1,1017,4,1.0832030832000001,0.06171763924990677,92.6,1.4696938456699067,bi_a100_b1000_p01%_v4.col
100,1000,1100,1,996,5,1.2450083554,0.07824492701437173,90.2,0.9695359714832658,bi_a100_b1000_p01%_v5.col
100,1000,1100,3,2996,1,1.4897513054,0.2774019169541414,107.0,0.9486832980505137,bi_a100_b1000_p03%_v1.col
100,1000,1100,3,2967,2,1.5370506685999998,0.1220023617377106,106.8,0.9695359714832658,bi_a100_b1000_p03%_v2.col
100,1000,1100,3,2949,3,1.5254448482,0.05343512471672339,106.8,0.7348469228349533,bi_a100_b1000_p03%_v3.col
100,1000,1100,3,2942,4,1.1459065196,0.20700202291811517,107.2,0.7999999999999999,bi_a100_b1000_p03%_v4.col
100,1000,1100,3,2936,5,1.0662254201999999,0.2735754566818384,109.4,1.3266499161421597,bi_a100_b1000_p03%_v5.col
100,1000,1100,5,5012,1,2.0007040822,0.199185328866399,134.0,0.6324555320336759,bi_a100_b1000_p05%_v1.col
100,1000,1100,5,4918,2,1.8877036148,0.16762810381015741,133.2,0.6633249580710799,bi_a100_b1000_p05%_v2.col
100,1000,1100,5,4997,3,1.9347565463999998,0.35686087839762465,134.0,0.8944271909999159,bi_a100_b1000_p05%_v3.col
100,1000,1100,5,5031,4,1.7750862284,0.19584378070525643,134.8,0.48989794855663565,bi_a100_b1000_p05%_v4.col
100,1000,1100,5,4978,5,1.4260791510000002,0.12068083635990777,135.0,0.5477225575051661,bi_a100_b1000_p05%_v5.col
100,1000,1100,10,10054,1,4.326531837,0.5927363549406517,257.4,0.6,bi_a100_b1000_p10%_v1.col
100,1000,1100,10,10092,2,3.9701364272,0.363640075384291,258.6,0.5099019513592785,bi_a100_b1000_p10%_v2.col
100,1000,1100,10,9994,3,4.0568265698,0.4760374462864084,256.8,0.6633249580710799,bi_a100_b1000_p10%_v3.col
100,1000,1100,10,10029,4,4.2634463896,0.3057832633104215,256.4,0.39999999999999997,bi_a100_b1000_p10%_v4.col
100,1000,1100,10,10078,5,4.0593972242,0.6291642502423529,258.4,0.8124038404635959,bi_a100_b1000_p10%_v5.col
100,1000,1100,20,19912,1,21.1670470448,3.5061574715312607,587.6,2.2045407685048604,bi_a100_b1000_p20%_v1.col
100,1000,1100,20,20051,2,19.0213578052,4.15879858352395,594.0,2.4698178070456938,bi_a100_b1000_p20%_v2.col
100,1000,1100,20,20015,3,28.105138787199998,1.4623971449527886,591.8,1.2409673645990855,bi_a100_b1000_p20%_v3.col
100,1000,1100,20,19808,4,20.179582826199997,2.5872155258870997,585.6,1.98997487421324,bi_a100_b1000_p20%_v4.col
100,1000,1100,20,19748,5,17.9350197276,2.596869749827441,583.0,2.8106938645110393,bi_a100_b1000_p20%_v5.col
100,1000,1100,30,29774,1,29.008713315599998,2.5180009957220784,997.0,0.31622776601683794,bi_a100_b1000_p30%_v1.col
100,1000,1100,30,30170,2,23.959450624000002,1.8889843757727214,1002.0,0.6324555320336759,bi_a100_b1000_p30%_v2.col
100,1000,1100,30,30328,3,28.778525377799998,2.9097880312669275,1002.2,0.48989794855663554,bi_a100_b1000_p30%_v3.col
100,1000,1100,30,29832,4,26.584959582800003,2.864719542791452,998.4,0.5099019513592785,bi_a100_b1000_p30%_v4.col
100,1000,1100,30,29761,5,23.8382049064,1.643938166307963,988.2,0.48989794855663565,bi_a100_b1000_p30%_v5.col
100,1000,1100,40,39882,1,44.5931303102,3.0202658919311225,1048.8,0.19999999999999998,bi_a100_b1000_p40%_v1.col
100,1000,1100,40,39993,2,39.4674694026,2.469556818975567,1049.2,0.19999999999999998,bi_a100_b1000_p40%_v2.col
100,1000,1100,40,40117,3,41.9564218434,2.2699397322084383,1047.6,0.24494897427831777,bi_a100_b1000_p40%_v3.col
100,1000,1100,40,40206,4,44.01258252800001,4.0424119391051585,1048.4,0.24494897427831777,bi_a100_b1000_p40%_v4.col
100,1000,1100,40,40131,5,44.15574259379999,4.096558798917125,1048.2,0.3741657386773941,bi_a100_b1000_p40%_v5.col
100,1000,1100,50,49850,1,64.56679138300001,7.403793405505182,1065.2,0.3741657386773941,bi_a100_b1000_p50%_v1.col
100,1000,1100,50,50038,2,57.2374949708,3.0828114511063878,1065.8,0.20000000000000004,bi_a100_b1000_p50%_v2.col
100,1000,1100,50,49784,3,61.301508090999995,6.713141808468272,1065.4,0.39999999999999997,bi_a100_b1000_p50%_v3.col
100,1000,1100,50,49973,4,55.56808129560001,2.7166504926603703,1066.4,0.39999999999999997,bi_a100_b1000_p50%_v4.col
100,1000,1100,50,50175,5,62.47801085260001,5.176830309390766,1066.0,0.5477225575051661,bi_a100_b1000_p50%_v5.col
100,1000,1100,60,59993,1,63.0314224404,2.707095075253039,1077.0,0.31622776601683794,bi_a100_b1000_p60%_v1.col
100,1000,1100,60,59999,2,74.4934698458,3.5980702011141066,1076.8,0.19999999999999998,bi_a100_b1000_p60%_v2.col
100,1000,1100,60,60016,3,65.70814219500001,5.321048649076829,1076.4,0.24494897427831777,bi_a100_b1000_p60%_v3.col
100,1000,1100,60,60010,4,75.52249478979999,4.831855802473124,1076.6,0.24494897427831777,bi_a100_b1000_p60%_v4.col
100,1000,1100,60,59754,5,70.7250503592,6.609939387846119,1076.0,0.31622776601683794,bi_a100_b1000_p60%_v5.col
100,1000,1100,70,70111,1,79.3400920712,2.1171932080179836,1083.8,0.20000000000000004,bi_a100_b1000_p70%_v1.col
100,1000,1100,70,70169,2,86.73758776780001,4.44917114561873,1083.6,0.24494897427831777,bi_a100_b1000_p70%_v2.col
100,1000,1100,70,70178,3,81.70816534180001,1.8039359248419193,1084.0,0.0,bi_a100_b1000_p70%_v3.col
100,1000,1100,70,70090,4,81.3794402204,3.3084473966687855,1083.8,0.19999999999999998,bi_a100_b1000_p70%_v4.col
100,1000,1100,70,70187,5,82.54750189159999,1.76932567869813,1083.8,0.20000000000000004,bi_a100_b1000_p70%_v5.col
100,1000,1100,80,80051,1,89.9438383892,2.5614223025461578,1089.0,0.0,bi_a100_b1000_p80%_v1.col
100,1000,1100,80,80061,2,95.436962818,3.6916507193223156,1088.6,0.24494897427831777,bi_a100_b1000_p80%_v2.col
100,1000,1100,80,79942,3,97.94481942480002,6.262169299895221,1088.8,0.20000000000000004,bi_a100_b1000_p80%_v3.col
100,1000,1100,80,80154,4,102.06983667200001,2.5603774272627557,1088.6,0.24494897427831777,bi_a100_b1000_p80%_v4.col
100,1000,1100,80,80014,5,95.64640895519999,6.090654199771431,1088.8,0.20000000000000004,bi_a100_b1000_p80%_v5.col
100,1000,1100,90,89871,1,99.64273719580001,2.550256455006976,1092.8,0.19999999999999998,bi_a100_b1000_p90%_v1.col
100,1000,1100,90,90013,2,111.6314823464,5.25345806137834,1092.6,0.24494897427831777,bi_a100_b1000_p90%_v2.col
100,1000,1100,90,89866,3,100.2622012134,4.9787810869411295,1092.8,0.19999999999999998,bi_a100_b1000_p90%_v3.col
100,1000,1100,90,89909,4,103.7660736782,4.916174201635845,1092.6,0.24494897427831777,bi_a100_b1000_p90%_v4.col
100,1000,1100,90,89908,5,104.06287758559999,4.137222610178563,1092.4,0.24494897427831777,bi_a100_b1000_p90%_v5.col
