b,c,mean_time,se_time,N,M,v,mean_chi,a,instancia,se_chi
10,40,0.16448,0.0099,545,525,5,45.2,20,galaxy_a20_b10_c40_v5.col,0.3742
10,50,0.20084,0.0183,621,601,1,50.8,20,galaxy_a20_b10_c50_v1.col,0.3742
10,50,0.36542,0.1407,674,654,2,53.6,20,galaxy_a20_b10_c50_v2.col,0.2449
10,50,0.23088,0.0054,710,690,3,54.4,20,galaxy_a20_b10_c50_v3.col,0.4
10,50,0.16806,0.0031,589,569,4,51.4,20,galaxy_a20_b10_c50_v4.col,0.2449
10,50,0.23241,0.0291,643,623,5,53.0,20,galaxy_a20_b10_c50_v5.col,0.3162
10,60,0.29618,0.0014,845,825,1,61.8,20,galaxy_a20_b10_c60_v1.col,0.4899
10,60,0.25168,0.0171,688,668,2,58.0,20,galaxy_a20_b10_c60_v2.col,0.0
10,60,0.27214,0.0157,755,735,3,61.4,20,galaxy_a20_b10_c60_v3.col,0.2449
10,60,0.25309,0.0049,743,723,4,58.6,20,galaxy_a20_b10_c60_v4.col,0.2449
10,60,0.40516,0.1509,678,658,5,60.0,20,galaxy_a20_b10_c60_v5.col,0.0
10,70,0.32115,0.0106,863,843,1,71.0,20,galaxy_a20_b10_c70_v1.col,0.0
10,70,0.18704,0.0029,624,604,2,55.2,20,galaxy_a20_b10_c70_v2.col,0.2
10,70,0.28933,0.001,825,805,3,66.0,20,galaxy_a20_b10_c70_v3.col,0.0
10,70,0.28369,0.001,818,798,4,64.2,20,galaxy_a20_b10_c70_v4.col,0.2
10,70,0.2892,0.0031,819,799,5,63.8,20,galaxy_a20_b10_c70_v5.col,0.2
10,80,0.47431,0.1047,923,903,1,78.0,20,galaxy_a20_b10_c80_v1.col,0.0
10,80,0.34845,0.0068,918,898,2,78.0,20,galaxy_a20_b10_c80_v2.col,0.0
10,80,0.44815,0.0269,1028,1008,3,78.4,20,galaxy_a20_b10_c80_v3.col,0.2449
10,80,0.33602,0.0205,867,847,4,81.0,20,galaxy_a20_b10_c80_v4.col,0.0
10,80,0.40343,0.0121,999,979,5,75.0,20,galaxy_a20_b10_c80_v5.col,0.0
10,90,0.48399,0.0231,1013,993,1,86.0,20,galaxy_a20_b10_c90_v1.col,0.0
10,90,0.60509,0.1382,1017,997,2,91.0,20,galaxy_a20_b10_c90_v2.col,0.0
10,90,0.34863,0.0048,841,821,3,87.0,20,galaxy_a20_b10_c90_v3.col,0.0
10,90,0.4719,0.0016,1028,1008,4,85.0,20,galaxy_a20_b10_c90_v4.col,0.0
10,90,0.44428,0.0041,1063,1043,5,88.0,20,galaxy_a20_b10_c90_v5.col,0.0
10,100,0.8845,0.1504,1373,1348,1,99.0,25,galaxy_a25_b10_c100_v1.col,0.0
10,100,0.76022,0.0071,1480,1455,2,98.0,25,galaxy_a25_b10_c100_v2.col,0.0
10,100,0.86514,0.0046,1574,1549,3,101.2,25,galaxy_a25_b10_c100_v3.col,0.2
10,100,0.91679,0.0047,1630,1605,4,101.0,25,galaxy_a25_b10_c100_v4.col,0.0
10,100,0.88792,0.106,1456,1431,5,97.0,25,galaxy_a25_b10_c100_v5.col,0.0
10,20,0.11096,0.0154,387,362,1,36.0,25,galaxy_a25_b10_c20_v1.col,0.0
10,20,0.10009,0.007,398,373,2,36.0,25,galaxy_a25_b10_c20_v2.col,0.3162
10,20,0.09842,0.0091,403,378,3,36.4,25,galaxy_a25_b10_c20_v3.col,0.4
10,20,0.09052,0.0084,372,347,4,35.2,25,galaxy_a25_b10_c20_v4.col,0.2
10,20,0.09407,0.0027,398,373,5,35.8,25,galaxy_a25_b10_c20_v5.col,0.2
10,30,0.14988,0.0021,557,532,1,42.2,25,galaxy_a25_b10_c30_v1.col,0.6633
10,30,0.18558,0.0136,544,519,2,41.8,25,galaxy_a25_b10_c30_v2.col,0.2
10,30,0.13346,0.0008,513,488,3,40.0,25,galaxy_a25_b10_c30_v3.col,0.3162
10,30,0.15263,0.0067,525,500,4,41.2,25,galaxy_a25_b10_c30_v4.col,0.4899
10,30,0.19115,0.0187,528,503,5,40.4,25,galaxy_a25_b10_c30_v5.col,0.2449
10,40,0.17454,0.0017,604,579,1,43.8,25,galaxy_a25_b10_c40_v1.col,0.3742
10,40,0.20251,0.0017,655,630,2,48.4,25,galaxy_a25_b10_c40_v2.col,0.4
10,40,0.19036,0.0015,634,609,3,46.2,25,galaxy_a25_b10_c40_v3.col,0.3742
10,40,0.34316,0.1237,692,667,4,48.2,25,galaxy_a25_b10_c40_v4.col,0.3742
10,40,0.20361,0.017,625,600,5,45.6,25,galaxy_a25_b10_c40_v5.col,0.4
10,50,0.26317,0.0025,797,772,1,54.4,25,galaxy_a25_b10_c50_v1.col,0.4
10,50,0.2485,0.0038,749,724,2,53.4,25,galaxy_a25_b10_c50_v2.col,0.2449
10,50,0.25892,0.0038,762,737,3,54.2,25,galaxy_a25_b10_c50_v3.col,0.5831
10,50,0.29543,0.0039,849,824,4,56.2,25,galaxy_a25_b10_c50_v4.col,0.7348
10,50,0.26675,0.0031,789,764,5,53.4,25,galaxy_a25_b10_c50_v5.col,0.5099
10,60,0.44321,0.1491,814,789,1,60.6,25,galaxy_a25_b10_c60_v1.col,0.2449
10,60,0.30325,0.0024,882,857,2,62.0,25,galaxy_a25_b10_c60_v2.col,0.3162
10,60,0.32486,0.0209,865,840,3,61.4,25,galaxy_a25_b10_c60_v3.col,0.2449
10,60,0.31661,0.0026,913,888,4,62.4,25,galaxy_a25_b10_c60_v4.col,0.2449
10,60,0.30754,0.0063,887,862,5,62.2,25,galaxy_a25_b10_c60_v5.col,0.2
10,70,0.46502,0.0169,1030,1005,1,71.4,25,galaxy_a25_b10_c70_v1.col,0.2449
10,70,0.53807,0.13,1013,988,2,71.0,25,galaxy_a25_b10_c70_v2.col,0.5477
10,70,0.41577,0.0072,1028,1003,3,68.8,25,galaxy_a25_b10_c70_v3.col,0.3742
10,70,0.38914,0.0044,1004,979,4,71.6,25,galaxy_a25_b10_c70_v4.col,0.2449
10,70,0.3509,0.0019,949,924,5,66.8,25,galaxy_a25_b10_c70_v5.col,0.3742
10,80,0.44675,0.0109,1071,1046,1,78.0,25,galaxy_a25_b10_c80_v1.col,0.0
10,80,0.75375,0.1821,1275,1250,2,81.6,25,galaxy_a25_b10_c80_v2.col,0.5099
10,80,0.60908,0.0053,1339,1314,3,84.2,25,galaxy_a25_b10_c80_v3.col,0.5831
10,80,0.4523,0.0021,1099,1074,4,81.8,25,galaxy_a25_b10_c80_v4.col,0.2
10,80,0.59885,0.0253,1277,1252,5,77.4,25,galaxy_a25_b10_c80_v5.col,0.5099
10,90,0.65533,0.1113,1220,1195,1,90.0,25,galaxy_a25_b10_c90_v1.col,0.0
10,90,0.42872,0.0025,1128,1103,2,79.0,25,galaxy_a25_b10_c90_v2.col,0.0
10,90,0.51225,0.0116,1201,1176,3,91.2,25,galaxy_a25_b10_c90_v3.col,0.2
10,90,0.47184,0.015,1077,1052,4,89.0,25,galaxy_a25_b10_c90_v4.col,0.0
10,90,0.83997,0.115,1435,1410,5,90.0,25,galaxy_a25_b10_c90_v5.col,0.0
10,100,1.07292,0.0152,1837,1807,1,101.2,30,galaxy_a30_b10_c100_v1.col,0.3742
10,100,0.67318,0.0072,1411,1381,2,84.2,30,galaxy_a30_b10_c100_v2.col,0.4899
10,100,0.99394,0.0119,1687,1657,3,97.0,30,galaxy_a30_b10_c100_v3.col,0.0
10,100,0.9199,0.1546,1489,1459,4,101.0,30,galaxy_a30_b10_c100_v4.col,0.0
10,100,0.80213,0.0011,1571,1541,5,101.0,30,galaxy_a30_b10_c100_v5.col,0.0
10,20,0.15187,0.0136,479,449,1,41.0,30,galaxy_a30_b10_c20_v1.col,0.4472
10,20,0.14737,0.01,494,464,2,42.2,30,galaxy_a30_b10_c20_v2.col,0.2
10,20,0.12923,0.0011,492,462,3,41.0,30,galaxy_a30_b10_c20_v3.col,0.3162
10,20,0.12851,0.0008,497,467,4,42.6,30,galaxy_a30_b10_c20_v4.col,0.2449
10,20,0.12902,0.0091,468,438,5,40.6,30,galaxy_a30_b10_c20_v5.col,0.2449
10,30,0.18031,0.0129,561,531,1,42.6,30,galaxy_a30_b10_c30_v1.col,0.5099
10,30,0.18107,0.0014,623,593,2,45.2,30,galaxy_a30_b10_c30_v2.col,0.4899
10,30,0.17876,0.0016,609,579,3,44.8,30,galaxy_a30_b10_c30_v3.col,0.6633
10,30,0.19354,0.0107,621,591,4,45.8,30,galaxy_a30_b10_c30_v4.col,0.2
10,30,0.17726,0.0017,600,570,5,45.0,30,galaxy_a30_b10_c30_v5.col,0.4472
10,40,0.44396,0.1072,839,809,1,53.8,30,galaxy_a30_b10_c40_v1.col,0.9695
10,40,0.25625,0.0027,786,756,2,51.8,30,galaxy_a30_b10_c40_v2.col,0.3742
10,40,0.3492,0.0195,840,810,3,53.8,30,galaxy_a30_b10_c40_v3.col,0.9695
10,40,0.23135,0.0116,677,647,4,47.2,30,galaxy_a30_b10_c40_v4.col,0.6633
10,40,0.25341,0.0147,745,715,5,50.0,30,galaxy_a30_b10_c40_v5.col,0.7071
10,50,0.4076,0.0115,984,954,1,60.8,30,galaxy_a30_b10_c50_v1.col,0.5831
10,50,0.47089,0.1138,856,826,2,54.8,30,galaxy_a30_b10_c50_v2.col,1.0677
10,50,0.41286,0.0053,992,962,3,60.4,30,galaxy_a30_b10_c50_v3.col,0.6
10,50,0.40017,0.0179,973,943,4,59.6,30,galaxy_a30_b10_c50_v4.col,0.8124
10,50,0.34678,0.0024,922,892,5,56.8,30,galaxy_a30_b10_c50_v5.col,0.3742
10,60,0.45914,0.0038,1088,1058,1,66.0,30,galaxy_a30_b10_c60_v1.col,0.7071
10,60,0.63201,0.1078,1115,1085,2,68.4,30,galaxy_a30_b10_c60_v2.col,0.8124
10,60,0.47651,0.0213,1104,1074,3,66.0,30,galaxy_a30_b10_c60_v3.col,0.5477
10,60,0.34757,0.0032,936,906,4,61.2,30,galaxy_a30_b10_c60_v4.col,0.2
10,60,0.44502,0.0147,1075,1045,5,65.0,30,galaxy_a30_b10_c60_v5.col,0.5477
10,70,0.5083,0.0198,1148,1118,1,71.4,30,galaxy_a30_b10_c70_v1.col,0.2449
10,70,0.59765,0.1063,1132,1102,2,71.6,30,galaxy_a30_b10_c70_v2.col,0.5099
10,70,0.59827,0.0164,1318,1288,3,74.8,30,galaxy_a30_b10_c70_v3.col,0.8
10,70,0.48979,0.0222,1123,1093,4,73.8,30,galaxy_a30_b10_c70_v4.col,0.2
10,70,0.51357,0.0015,1182,1152,5,71.8,30,galaxy_a30_b10_c70_v5.col,0.3742
10,80,0.83594,0.1063,1403,1373,1,81.0,30,galaxy_a30_b10_c80_v1.col,0.0
10,80,0.72887,0.0379,1432,1402,2,86.8,30,galaxy_a30_b10_c80_v2.col,0.8
10,80,0.52741,0.0036,1220,1190,3,79.0,30,galaxy_a30_b10_c80_v3.col,0.0
10,80,0.75351,0.0035,1515,1485,4,85.2,30,galaxy_a30_b10_c80_v4.col,0.4899
10,80,0.77229,0.1208,1360,1330,5,79.2,30,galaxy_a30_b10_c80_v5.col,0.5831
10,90,0.83771,0.0035,1608,1578,1,93.2,30,galaxy_a30_b10_c90_v1.col,0.4899
10,90,0.70208,0.0225,1408,1378,2,86.0,30,galaxy_a30_b10_c90_v2.col,0.0
10,90,0.98148,0.1454,1498,1468,3,91.0,30,galaxy_a30_b10_c90_v3.col,0.0
10,90,1.04144,0.0103,1863,1833,4,96.0,30,galaxy_a30_b10_c90_v4.col,0.3162
10,90,0.8481,0.0464,1520,1490,5,91.0,30,galaxy_a30_b10_c90_v5.col,0.0
10,100,1.39212,0.1602,1935,1900,1,101.8,35,galaxy_a35_b10_c100_v1.col,0.2
10,100,1.18051,0.0117,1868,1833,2,101.2,35,galaxy_a35_b10_c100_v2.col,0.2
10,100,1.03201,0.0039,1678,1643,3,95.4,35,galaxy_a35_b10_c100_v3.col,0.7483
10,100,1.71198,0.1436,2167,2132,4,108.0,35,galaxy_a35_b10_c100_v4.col,0.8367
10,100,1.03247,0.036,1803,1768,5,101.0,35,galaxy_a35_b10_c100_v5.col,0.0
10,20,0.21241,0.0291,556,521,1,46.2,35,galaxy_a35_b10_c20_v1.col,0.2
10,20,0.19044,0.0194,551,516,2,46.0,35,galaxy_a35_b10_c20_v2.col,0.3162
10,20,0.18717,0.0225,533,498,3,45.6,35,galaxy_a35_b10_c20_v3.col,0.2449
10,20,0.16779,0.0116,534,499,4,45.6,35,galaxy_a35_b10_c20_v4.col,0.2449
10,20,0.1537,0.007,527,492,5,45.6,35,galaxy_a35_b10_c20_v5.col,0.2449
10,30,0.24117,0.0015,743,708,1,51.0,35,galaxy_a35_b10_c30_v1.col,0.3162
10,30,0.2326,0.0023,728,693,2,50.4,35,galaxy_a35_b10_c30_v2.col,0.4
10,30,0.39758,0.1252,764,729,3,50.4,35,galaxy_a35_b10_c30_v3.col,0.6782
10,30,0.23567,0.0048,731,696,4,51.2,35,galaxy_a35_b10_c30_v4.col,0.2
10,30,0.22736,0.0036,723,688,5,50.6,35,galaxy_a35_b10_c30_v5.col,0.6
10,40,0.36393,0.0027,996,961,1,59.0,35,galaxy_a35_b10_c40_v1.col,0.3162
10,40,0.34846,0.0159,927,892,2,56.2,35,galaxy_a35_b10_c40_v2.col,1.0677
10,40,0.33196,0.0029,930,895,3,56.8,35,galaxy_a35_b10_c40_v3.col,0.4899
10,40,0.44011,0.1213,875,840,4,55.0,35,galaxy_a35_b10_c40_v4.col,0.8367
10,40,0.28759,0.03,766,731,5,50.8,35,galaxy_a35_b10_c40_v5.col,0.8602
10,50,0.4522,0.0024,1115,1080,1,64.2,35,galaxy_a35_b10_c50_v1.col,0.3742
10,50,0.51425,0.0177,1186,1151,2,64.8,35,galaxy_a35_b10_c50_v2.col,0.8
10,50,0.52421,0.016,1150,1115,3,64.6,35,galaxy_a35_b10_c50_v3.col,0.4
10,50,0.55135,0.1043,1074,1039,4,60.8,35,galaxy_a35_b10_c50_v4.col,0.4899
10,50,0.44219,0.0163,1084,1049,5,61.6,35,galaxy_a35_b10_c50_v5.col,0.7483
10,60,0.56878,0.0045,1295,1260,1,70.4,35,galaxy_a35_b10_c60_v1.col,1.0296
10,60,0.5025,0.0029,1199,1164,2,67.0,35,galaxy_a35_b10_c60_v2.col,0.5477
10,60,0.69358,0.1036,1270,1235,3,68.0,35,galaxy_a35_b10_c60_v3.col,0.4472
10,60,0.62206,0.0414,1259,1224,4,68.4,35,galaxy_a35_b10_c60_v4.col,0.6782
10,60,0.51273,0.0117,1205,1170,5,66.2,35,galaxy_a35_b10_c60_v5.col,0.6633
10,70,0.74462,0.0172,1521,1486,1,78.8,35,galaxy_a35_b10_c70_v1.col,1.241
10,70,0.76133,0.1219,1394,1359,2,73.8,35,galaxy_a35_b10_c70_v2.col,1.2
10,70,0.64778,0.0064,1415,1380,3,76.4,35,galaxy_a35_b10_c70_v3.col,0.4
10,70,0.69669,0.0412,1389,1354,4,79.4,35,galaxy_a35_b10_c70_v4.col,0.5099
10,70,0.67598,0.0223,1323,1288,5,74.4,35,galaxy_a35_b10_c70_v5.col,0.6782
10,80,1.06804,0.1043,1668,1633,1,86.0,35,galaxy_a35_b10_c80_v1.col,0.7071
10,80,0.72117,0.0053,1491,1456,2,82.6,35,galaxy_a35_b10_c80_v2.col,0.2449
10,80,0.85165,0.0069,1628,1593,3,86.6,35,galaxy_a35_b10_c80_v3.col,0.7483
10,80,0.7176,0.0283,1451,1416,4,79.2,35,galaxy_a35_b10_c80_v4.col,0.2
10,80,0.77361,0.0072,1571,1536,5,87.8,35,galaxy_a35_b10_c80_v5.col,0.2
10,90,0.88992,0.0034,1716,1681,1,92.6,35,galaxy_a35_b10_c90_v1.col,0.2449
10,90,0.82781,0.0149,1608,1573,2,91.0,35,galaxy_a35_b10_c90_v2.col,0.3162
10,90,0.76302,0.1034,1390,1355,3,86.0,35,galaxy_a35_b10_c90_v3.col,0.0
10,90,0.96163,0.0201,1729,1694,4,93.2,35,galaxy_a35_b10_c90_v4.col,0.7348
10,90,1.21538,0.118,1924,1889,5,96.4,35,galaxy_a35_b10_c90_v5.col,0.9274
10,100,1.75641,0.0115,2441,2401,1,112.2,40,galaxy_a40_b10_c100_v1.col,0.3742
10,100,1.84728,0.1597,2316,2276,2,105.6,40,galaxy_a40_b10_c100_v2.col,0.7483
10,100,1.54013,0.0101,2184,2144,3,107.4,40,galaxy_a40_b10_c100_v3.col,1.1225
10,100,1.69722,0.0131,2262,2222,4,106.0,40,galaxy_a40_b10_c100_v4.col,0.7071
10,100,1.55936,0.1821,2104,2064,5,103.4,40,galaxy_a40_b10_c100_v5.col,0.9274
10,20,0.19383,0.0027,637,597,1,51.4,40,galaxy_a40_b10_c20_v1.col,0.4
10,20,0.19584,0.0026,642,602,2,51.4,40,galaxy_a40_b10_c20_v2.col,0.2449
10,20,0.19424,0.0042,623,583,3,50.4,40,galaxy_a40_b10_c20_v3.col,0.4
10,20,0.21758,0.0066,666,626,4,52.4,40,galaxy_a40_b10_c20_v4.col,0.2449
10,20,0.25677,0.0235,636,596,5,50.8,40,galaxy_a40_b10_c20_v5.col,0.2
10,30,0.438,0.109,797,757,1,53.6,40,galaxy_a40_b10_c30_v1.col,0.2449
10,30,0.31434,0.0218,799,759,2,54.0,40,galaxy_a40_b10_c30_v2.col,0.3162
10,30,0.33131,0.0127,788,748,3,55.0,40,galaxy_a40_b10_c30_v3.col,0.6325
10,30,0.31786,0.0186,824,784,4,54.8,40,galaxy_a40_b10_c30_v4.col,0.4899
10,30,0.33469,0.0157,889,849,5,58.2,40,galaxy_a40_b10_c30_v5.col,0.3742
10,40,0.44759,0.0008,1053,1013,1,61.6,40,galaxy_a40_b10_c40_v1.col,0.2449
10,40,0.56793,0.1222,1028,988,2,59.6,40,galaxy_a40_b10_c40_v2.col,0.2449
10,40,0.47313,0.0029,1089,1049,3,63.4,40,galaxy_a40_b10_c40_v3.col,0.2449
10,40,0.38562,0.0221,978,938,4,58.6,40,galaxy_a40_b10_c40_v4.col,0.7483
10,40,0.43852,0.0194,1053,1013,5,60.4,40,galaxy_a40_b10_c40_v5.col,0.6782
10,50,0.48321,0.0014,1176,1136,1,64.0,40,galaxy_a40_b10_c50_v1.col,0.7071
10,50,0.71826,0.1064,1276,1236,2,69.2,40,galaxy_a40_b10_c50_v2.col,0.3742
10,50,0.61037,0.0041,1278,1238,3,67.2,40,galaxy_a40_b10_c50_v3.col,0.8602
10,50,0.5706,0.0155,1208,1168,4,65.6,40,galaxy_a40_b10_c50_v4.col,0.9798
10,50,0.632,0.0091,1354,1314,5,69.8,40,galaxy_a40_b10_c50_v5.col,0.4899
10,60,0.9362,0.1516,1561,1521,1,77.0,40,galaxy_a40_b10_c60_v1.col,1.0488
10,60,0.636,0.0044,1399,1359,2,71.2,40,galaxy_a40_b10_c60_v2.col,1.1136
10,60,0.69887,0.0382,1409,1369,3,71.8,40,galaxy_a40_b10_c60_v3.col,1.0677
10,60,0.85103,0.0984,1484,1444,4,74.2,40,galaxy_a40_b10_c60_v4.col,0.3742
10,60,0.72892,0.0203,1377,1337,5,70.2,40,galaxy_a40_b10_c60_v5.col,0.4899
10,70,0.8098,0.0352,1551,1511,1,77.2,40,galaxy_a40_b10_c70_v1.col,0.4899
10,70,0.79206,0.003,1571,1531,2,78.2,40,galaxy_a40_b10_c70_v2.col,0.9695
10,70,1.00158,0.1573,1643,1603,3,82.4,40,galaxy_a40_b10_c70_v3.col,0.8124
10,70,0.73295,0.0136,1441,1401,4,76.8,40,galaxy_a40_b10_c70_v4.col,0.2
10,70,0.90902,0.0428,1662,1622,5,80.2,40,galaxy_a40_b10_c70_v5.col,0.3742
10,80,1.45713,0.1239,2093,2053,1,95.0,40,galaxy_a40_b10_c80_v1.col,0.5477
10,80,1.07015,0.0265,1859,1819,2,87.8,40,galaxy_a40_b10_c80_v2.col,0.3742
10,80,1.02132,0.0205,1771,1731,3,88.6,40,galaxy_a40_b10_c80_v3.col,0.8124
10,80,1.02631,0.1211,1736,1696,4,86.0,40,galaxy_a40_b10_c80_v4.col,0.3162
10,80,1.03424,0.0044,1864,1824,5,88.6,40,galaxy_a40_b10_c80_v5.col,0.5099
10,90,1.53585,0.1211,2157,2117,1,97.4,40,galaxy_a40_b10_c90_v1.col,0.6782
10,90,1.22179,0.0078,2012,1972,2,100.6,40,galaxy_a40_b10_c90_v2.col,0.6782
10,90,1.14438,0.0012,1918,1878,3,93.6,40,galaxy_a40_b10_c90_v3.col,0.4
10,90,1.27594,0.1546,1937,1897,4,91.8,40,galaxy_a40_b10_c90_v4.col,0.8602
10,90,1.34596,0.0035,2098,2058,5,95.8,40,galaxy_a40_b10_c90_v5.col,0.6633
10,100,2.10868,0.1155,2601,2556,1,107.6,45,galaxy_a45_b10_c100_v1.col,0.4
10,100,1.90137,0.0431,2498,2453,2,107.4,45,galaxy_a45_b10_c100_v2.col,0.5099
10,100,2.03592,0.1273,2530,2485,3,111.0,45,galaxy_a45_b10_c100_v3.col,0.7071
10,100,1.97722,0.021,2621,2576,4,110.0,45,galaxy_a45_b10_c100_v4.col,0.8367
10,100,1.90585,0.1213,2454,2409,5,107.4,45,galaxy_a45_b10_c100_v5.col,0.6782
10,20,0.23824,0.0037,716,671,1,56.0,45,galaxy_a45_b10_c20_v1.col,0.3162
10,20,0.31867,0.0292,701,656,2,56.6,45,galaxy_a45_b10_c20_v2.col,0.5099
10,20,0.24633,0.0019,730,685,3,56.2,45,galaxy_a45_b10_c20_v3.col,0.4899
10,20,0.23098,0.0027,707,662,4,55.6,45,galaxy_a45_b10_c20_v4.col,0.2449
10,20,0.35283,0.1051,712,667,5,56.4,45,galaxy_a45_b10_c20_v5.col,0.4
10,30,0.33267,0.0047,933,888,1,59.8,45,galaxy_a45_b10_c30_v1.col,0.4899
10,30,0.33773,0.0046,945,900,2,61.6,45,galaxy_a45_b10_c30_v2.col,0.4
10,30,0.3557,0.0129,901,856,3,59.6,45,galaxy_a45_b10_c30_v3.col,0.6782
10,30,0.32096,0.0053,899,854,4,59.4,45,galaxy_a45_b10_c30_v4.col,0.6782
10,30,0.3832,0.011,994,949,5,61.6,45,galaxy_a45_b10_c30_v5.col,0.5099
10,40,0.69392,0.1007,1267,1222,1,68.2,45,galaxy_a45_b10_c40_v1.col,0.8602
10,40,0.58836,0.0027,1309,1264,2,69.2,45,galaxy_a45_b10_c40_v2.col,0.8602
10,40,0.49592,0.0044,1162,1117,3,66.0,45,galaxy_a45_b10_c40_v3.col,0.7746
10,40,0.4784,0.0037,1140,1095,4,65.2,45,galaxy_a45_b10_c40_v4.col,0.5831
10,40,0.65498,0.1006,1178,1133,5,65.6,45,galaxy_a45_b10_c40_v5.col,0.6
10,50,0.70767,0.0085,1467,1422,1,73.4,45,galaxy_a45_b10_c50_v1.col,0.6782
10,50,0.65663,0.0029,1385,1340,2,71.4,45,galaxy_a45_b10_c50_v2.col,0.6782
10,50,0.67763,0.0017,1430,1385,3,72.8,45,galaxy_a45_b10_c50_v3.col,0.3742
10,50,0.76732,0.1185,1386,1341,4,70.4,45,galaxy_a45_b10_c50_v4.col,0.6782
10,50,0.59141,0.0156,1300,1255,5,68.0,45,galaxy_a45_b10_c50_v5.col,1.1832
10,60,0.98063,0.0029,1781,1736,1,82.0,45,galaxy_a45_b10_c60_v1.col,1.3784
10,60,0.99728,0.1058,1659,1614,2,79.6,45,galaxy_a45_b10_c60_v2.col,1.5033
10,60,0.78016,0.0091,1552,1507,3,76.6,45,galaxy_a45_b10_c60_v3.col,1.3266
10,60,0.93904,0.0425,1711,1666,4,80.8,45,galaxy_a45_b10_c60_v4.col,0.8
10,60,0.8148,0.0248,1572,1527,5,76.2,45,galaxy_a45_b10_c60_v5.col,0.9695
10,70,1.02674,0.1316,1662,1617,1,80.6,45,galaxy_a45_b10_c70_v1.col,0.5099
