b,c,mean_time,se_time,N,M,v,mean_chi,a,instancia,se_chi
10,70,1.16563,0.0327,1876,1831,2,84.6,45,galaxy_a45_b10_c70_v2.col,0.5099
10,70,1.08991,0.1448,1690,1645,3,79.0,45,galaxy_a45_b10_c70_v3.col,0.8367
10,70,1.06604,0.0269,1826,1781,4,84.2,45,galaxy_a45_b10_c70_v4.col,0.9165
10,70,1.13709,0.0109,1821,1776,5,85.0,45,galaxy_a45_b10_c70_v5.col,0.3162
10,80,1.61663,0.1277,2167,2122,1,93.6,45,galaxy_a45_b10_c80_v1.col,0.7483
10,80,1.49672,0.0345,2298,2253,2,98.6,45,galaxy_a45_b10_c80_v2.col,0.4
10,80,1.3403,0.022,2089,2044,3,93.2,45,galaxy_a45_b10_c80_v3.col,1.2
10,80,1.37881,0.1259,2035,1990,4,92.2,45,galaxy_a45_b10_c80_v4.col,0.8602
10,80,1.70597,0.0078,2364,2319,5,98.2,45,galaxy_a45_b10_c80_v5.col,0.7348
10,90,1.7182,0.1317,2249,2204,1,99.2,45,galaxy_a45_b10_c90_v1.col,0.9695
10,90,1.51927,0.047,2216,2171,2,98.4,45,galaxy_a45_b10_c90_v2.col,0.9798
10,90,1.88433,0.1313,2472,2427,3,103.2,45,galaxy_a45_b10_c90_v3.col,0.8
10,90,1.46841,0.0057,2279,2234,4,98.0,45,galaxy_a45_b10_c90_v4.col,0.8367
10,90,1.98222,0.1398,2600,2555,5,106.4,45,galaxy_a45_b10_c90_v5.col,0.6782
10,100,2.03701,0.0092,2731,2681,1,113.2,50,galaxy_a50_b10_c100_v1.col,1.7436
10,100,2.19187,0.1237,2773,2723,2,113.6,50,galaxy_a50_b10_c100_v2.col,0.8124
10,100,2.93551,0.1444,3163,3113,3,115.2,50,galaxy_a50_b10_c100_v3.col,0.8
10,100,2.44314,0.1335,2923,2873,4,113.4,50,galaxy_a50_b10_c100_v4.col,1.2083
10,100,2.44027,0.1447,3016,2966,5,114.6,50,galaxy_a50_b10_c100_v5.col,0.5099
10,20,0.29051,0.0091,807,757,1,61.0,50,galaxy_a50_b10_c20_v1.col,0.3162
10,20,0.30425,0.0192,816,766,2,62.2,50,galaxy_a50_b10_c20_v2.col,0.2
10,20,0.26931,0.0007,775,725,3,60.2,50,galaxy_a50_b10_c20_v3.col,0.3742
10,20,0.2907,0.0019,822,772,4,61.8,50,galaxy_a50_b10_c20_v4.col,0.4899
10,20,0.31871,0.0283,806,756,5,61.2,50,galaxy_a50_b10_c20_v5.col,0.5831
10,30,0.5663,0.1035,1116,1066,1,68.2,50,galaxy_a50_b10_c30_v1.col,0.2
10,30,0.45839,0.0318,1005,955,2,64.8,50,galaxy_a50_b10_c30_v2.col,0.8602
10,30,0.44943,0.0061,1080,1030,3,67.4,50,galaxy_a50_b10_c30_v3.col,0.4
10,30,0.47147,0.0051,1122,1072,4,66.6,50,galaxy_a50_b10_c30_v4.col,0.8124
10,30,0.40596,0.0136,1007,957,5,65.0,50,galaxy_a50_b10_c30_v5.col,0.4472
10,40,0.73308,0.1085,1380,1330,1,72.6,50,galaxy_a50_b10_c40_v1.col,0.5099
10,40,0.55027,0.0054,1264,1214,2,67.8,50,galaxy_a50_b10_c40_v2.col,0.3742
10,40,0.54393,0.0042,1256,1206,3,68.4,50,galaxy_a50_b10_c40_v3.col,0.2449
10,40,0.57278,0.0147,1222,1172,4,69.2,50,galaxy_a50_b10_c40_v4.col,0.8602
10,40,0.74373,0.1031,1325,1275,5,72.0,50,galaxy_a50_b10_c40_v5.col,0.3162
10,50,0.76902,0.024,1551,1501,1,76.6,50,galaxy_a50_b10_c50_v1.col,0.5099
10,50,0.83306,0.0538,1604,1554,2,76.2,50,galaxy_a50_b10_c50_v2.col,1.5297
10,50,0.8247,0.122,1465,1415,3,73.0,50,galaxy_a50_b10_c50_v3.col,0.7746
10,50,0.846,0.018,1584,1534,4,77.6,50,galaxy_a50_b10_c50_v4.col,0.9798
10,50,0.76656,0.0047,1487,1437,5,75.4,50,galaxy_a50_b10_c50_v5.col,0.8718
10,60,0.9945,0.0064,1723,1673,1,81.0,50,galaxy_a50_b10_c60_v1.col,0.6325
10,60,1.01403,0.1436,1678,1628,2,78.6,50,galaxy_a50_b10_c60_v2.col,0.8124
10,60,0.91722,0.0216,1704,1654,3,80.2,50,galaxy_a50_b10_c60_v3.col,0.4899
10,60,1.0565,0.0061,1865,1815,4,82.0,50,galaxy_a50_b10_c60_v4.col,2.0
10,60,1.11674,0.1532,1654,1604,5,78.4,50,galaxy_a50_b10_c60_v5.col,0.6782
10,70,1.49448,0.0215,2249,2199,1,94.6,50,galaxy_a50_b10_c70_v1.col,1.2083
10,70,1.195,0.1268,1898,1848,2,84.6,50,galaxy_a50_b10_c70_v2.col,1.6613
10,70,1.40274,0.0101,2197,2147,3,92.0,50,galaxy_a50_b10_c70_v3.col,1.0488
10,70,1.30598,0.0045,2096,2046,4,90.2,50,galaxy_a50_b10_c70_v4.col,0.8602
10,70,1.34099,0.1248,1948,1898,5,87.2,50,galaxy_a50_b10_c70_v5.col,0.9165
10,80,1.80086,0.0065,2476,2426,1,100.4,50,galaxy_a50_b10_c80_v1.col,0.6
10,80,1.6801,0.1258,2285,2235,2,95.2,50,galaxy_a50_b10_c80_v2.col,0.9165
10,80,1.5108,0.0314,2263,2213,3,96.0,50,galaxy_a50_b10_c80_v3.col,1.0954
10,80,1.49221,0.1198,2134,2084,4,90.8,50,galaxy_a50_b10_c80_v4.col,1.8
10,80,1.57358,0.0438,2318,2268,5,97.2,50,galaxy_a50_b10_c80_v5.col,1.241
10,90,1.81576,0.1225,2469,2419,1,103.6,50,galaxy_a50_b10_c90_v1.col,1.1662
10,90,1.80219,0.0167,2475,2425,2,102.8,50,galaxy_a50_b10_c90_v2.col,1.0677
10,90,2.03725,0.116,2566,2516,3,106.0,50,galaxy_a50_b10_c90_v3.col,1.2649
10,90,1.84809,0.0073,2559,2509,4,105.0,50,galaxy_a50_b10_c90_v4.col,0.8367
10,90,1.90442,0.1112,2452,2402,5,100.0,50,galaxy_a50_b10_c90_v5.col,0.9487
10,100,2.52668,0.1105,2941,2886,1,112.2,55,galaxy_a55_b10_c100_v1.col,0.9695
10,100,2.80563,0.1178,3117,3062,2,113.8,55,galaxy_a55_b10_c100_v2.col,1.241
10,100,1.89611,0.0219,2565,2510,3,106.0,55,galaxy_a55_b10_c100_v3.col,0.8367
10,100,2.54166,0.1134,2939,2884,4,115.2,55,galaxy_a55_b10_c100_v4.col,0.5831
10,100,3.14697,0.1237,3257,3202,5,120.8,55,galaxy_a55_b10_c100_v5.col,0.6633
10,20,0.33882,0.0013,889,834,1,66.2,55,galaxy_a55_b10_c20_v1.col,0.4899
10,20,0.47262,0.1005,927,872,2,67.2,55,galaxy_a55_b10_c20_v2.col,0.2
10,20,0.32329,0.0032,895,840,3,66.4,55,galaxy_a55_b10_c20_v3.col,0.5099
10,20,0.31068,0.0029,885,830,4,66.6,55,galaxy_a55_b10_c20_v4.col,0.4
10,20,0.34173,0.0043,909,854,5,66.4,55,galaxy_a55_b10_c20_v5.col,0.2449
10,30,0.60677,0.0325,1187,1132,1,72.2,55,galaxy_a55_b10_c30_v1.col,0.3742
10,30,0.63663,0.101,1143,1088,2,70.8,55,galaxy_a55_b10_c30_v2.col,0.7348
10,30,0.52778,0.0052,1146,1091,3,70.4,55,galaxy_a55_b10_c30_v3.col,0.2449
10,30,0.50303,0.0062,1163,1108,4,71.0,55,galaxy_a55_b10_c30_v4.col,0.5477
10,30,0.45957,0.0019,1102,1047,5,68.6,55,galaxy_a55_b10_c30_v5.col,0.6
10,40,0.68335,0.0031,1455,1400,1,77.0,55,galaxy_a55_b10_c40_v1.col,0.3162
10,40,0.86039,0.1011,1494,1439,2,77.6,55,galaxy_a55_b10_c40_v2.col,0.5099
10,40,0.68133,0.024,1404,1349,3,74.8,55,galaxy_a55_b10_c40_v3.col,0.4899
10,40,0.7581,0.0047,1498,1443,4,76.8,55,galaxy_a55_b10_c40_v4.col,0.8
10,40,0.85981,0.1007,1446,1391,5,75.2,55,galaxy_a55_b10_c40_v5.col,0.6633
10,50,0.86431,0.0335,1618,1563,1,77.8,55,galaxy_a55_b10_c50_v1.col,1.1576
10,50,1.13816,0.0038,1976,1921,2,87.6,55,galaxy_a55_b10_c50_v2.col,0.6782
10,50,1.00931,0.1199,1661,1606,3,79.0,55,galaxy_a55_b10_c50_v3.col,0.9487
10,50,0.94199,0.0072,1733,1678,4,81.2,55,galaxy_a55_b10_c50_v4.col,0.5831
10,50,1.00156,0.0023,1798,1743,5,83.2,55,galaxy_a55_b10_c50_v5.col,0.5831
10,60,1.33244,0.1195,2028,1973,1,89.8,55,galaxy_a55_b10_c60_v1.col,0.8602
10,60,1.10995,0.0087,1905,1850,2,86.8,55,galaxy_a55_b10_c60_v2.col,1.0198
10,60,1.22667,0.0704,1938,1883,3,88.0,55,galaxy_a55_b10_c60_v3.col,0.7071
10,60,1.75596,0.115,2299,2244,4,93.6,55,galaxy_a55_b10_c60_v4.col,0.6782
10,60,1.01776,0.0321,1836,1781,5,80.8,55,galaxy_a55_b10_c60_v5.col,0.9695
10,70,1.38921,0.1249,1987,1932,1,88.4,55,galaxy_a55_b10_c70_v1.col,1.077
10,70,1.44721,0.0729,2107,2052,2,92.0,55,galaxy_a55_b10_c70_v2.col,0.8367
10,70,2.08025,0.1626,2553,2498,3,98.8,55,galaxy_a55_b10_c70_v3.col,1.0677
10,70,1.37851,0.0107,2152,2097,4,89.0,55,galaxy_a55_b10_c70_v4.col,0.7746
10,70,1.49618,0.0082,2260,2205,5,94.0,55,galaxy_a55_b10_c70_v5.col,1.0488
10,80,2.18277,0.1426,2705,2650,1,103.6,55,galaxy_a55_b10_c80_v1.col,0.5099
10,80,2.35635,0.171,2820,2765,2,110.0,55,galaxy_a55_b10_c80_v2.col,1.3784
10,80,2.03957,0.0201,2714,2659,3,103.6,55,galaxy_a55_b10_c80_v3.col,0.5099
10,80,1.77627,0.1467,2407,2352,4,97.6,55,galaxy_a55_b10_c80_v4.col,0.7483
10,80,2.11148,0.0365,2663,2608,5,103.4,55,galaxy_a55_b10_c80_v5.col,1.2884
10,90,2.68414,0.2237,2859,2804,1,109.0,55,galaxy_a55_b10_c90_v1.col,0.7071
10,90,2.51319,0.1564,2907,2852,2,108.0,55,galaxy_a55_b10_c90_v2.col,1.0954
10,90,2.66158,0.1545,3004,2949,3,109.6,55,galaxy_a55_b10_c90_v3.col,0.9274
10,90,2.51627,0.1321,2937,2882,4,112.2,55,galaxy_a55_b10_c90_v4.col,0.7348
10,90,2.44761,0.1435,2814,2759,5,108.0,55,galaxy_a55_b10_c90_v5.col,0.9487
10,100,2.85485,0.1506,3200,3140,1,116.0,60,galaxy_a60_b10_c100_v1.col,1.1832
10,100,3.1232,0.1394,3438,3378,2,122.4,60,galaxy_a60_b10_c100_v2.col,0.6
10,100,2.8009,0.1338,3252,3192,3,115.6,60,galaxy_a60_b10_c100_v3.col,1.4353
10,100,2.78309,0.1353,3296,3236,4,120.6,60,galaxy_a60_b10_c100_v4.col,1.1225
10,100,2.98575,0.1386,3338,3278,5,116.4,60,galaxy_a60_b10_c100_v5.col,1.3266
10,20,0.36429,0.0169,933,873,1,71.6,60,galaxy_a60_b10_c20_v1.col,0.8718
10,20,0.46207,0.0308,981,921,2,71.8,60,galaxy_a60_b10_c20_v2.col,0.3742
10,20,0.39875,0.0138,932,872,3,71.2,60,galaxy_a60_b10_c20_v3.col,0.3742
10,20,0.47278,0.1144,927,867,4,71.6,60,galaxy_a60_b10_c20_v4.col,0.4
10,20,0.41847,0.0233,950,890,5,71.8,60,galaxy_a60_b10_c20_v5.col,0.4899
10,30,0.81928,0.0939,1318,1258,1,77.2,60,galaxy_a60_b10_c30_v1.col,0.7348
10,30,0.63679,0.0027,1350,1290,2,77.6,60,galaxy_a60_b10_c30_v2.col,0.6
10,30,0.68702,0.1023,1229,1169,3,74.4,60,galaxy_a60_b10_c30_v3.col,0.9798
10,30,0.55966,0.0102,1259,1199,4,75.4,60,galaxy_a60_b10_c30_v4.col,0.5099
10,30,0.77537,0.0438,1360,1300,5,77.0,60,galaxy_a60_b10_c30_v5.col,0.5477
10,40,0.90068,0.0459,1500,1440,1,79.8,60,galaxy_a60_b10_c40_v1.col,0.9695
10,40,0.88623,0.1344,1423,1363,2,77.4,60,galaxy_a60_b10_c40_v2.col,0.5099
10,40,0.91477,0.0359,1643,1583,3,81.2,60,galaxy_a60_b10_c40_v3.col,0.7348
10,40,0.75866,0.0066,1528,1468,4,80.2,60,galaxy_a60_b10_c40_v4.col,1.241
10,40,1.00781,0.1505,1630,1570,5,82.8,60,galaxy_a60_b10_c40_v5.col,0.4899
10,50,1.04916,0.0264,1860,1800,1,83.4,60,galaxy_a60_b10_c50_v1.col,1.6
10,50,1.08059,0.0075,1889,1829,2,86.0,60,galaxy_a60_b10_c50_v2.col,1.0488
10,50,1.17585,0.1469,1822,1762,3,82.4,60,galaxy_a60_b10_c50_v3.col,1.1662
10,50,0.8848,0.0079,1677,1617,4,82.4,60,galaxy_a60_b10_c50_v4.col,0.7483
10,50,1.06952,0.0053,1893,1833,5,86.6,60,galaxy_a60_b10_c50_v5.col,0.9274
10,60,1.32145,0.1446,2040,1980,1,87.4,60,galaxy_a60_b10_c60_v1.col,0.6782
10,60,1.44436,0.0417,2223,2163,2,93.0,60,galaxy_a60_b10_c60_v2.col,0.5477
10,60,1.45023,0.1186,2131,2071,3,92.4,60,galaxy_a60_b10_c60_v3.col,1.1225
10,60,1.4938,0.008,2304,2244,4,94.0,60,galaxy_a60_b10_c60_v4.col,1.3416
10,60,1.45905,0.1215,2108,2048,5,91.6,60,galaxy_a60_b10_c60_v5.col,0.7483
10,70,1.60483,0.0096,2378,2318,1,97.2,60,galaxy_a60_b10_c70_v1.col,0.9695
10,70,1.60338,0.0026,2353,2293,2,95.8,60,galaxy_a60_b10_c70_v2.col,2.2226
10,70,1.90721,0.1214,2523,2463,3,100.0,60,galaxy_a60_b10_c70_v3.col,0.7071
10,70,1.84101,0.0822,2332,2272,4,96.4,60,galaxy_a60_b10_c70_v4.col,0.5099
10,70,1.71,0.1676,2296,2236,5,95.2,60,galaxy_a60_b10_c70_v5.col,1.0677
10,80,2.28805,0.1598,2764,2704,1,103.2,60,galaxy_a60_b10_c80_v1.col,0.8602
10,80,2.18263,0.017,2788,2728,2,106.0,60,galaxy_a60_b10_c80_v2.col,0.5477
10,80,2.40187,0.1377,2856,2796,3,108.4,60,galaxy_a60_b10_c80_v3.col,1.077
10,80,2.17352,0.1444,2659,2599,4,102.8,60,galaxy_a60_b10_c80_v4.col,0.8
10,80,1.97959,0.0104,2656,2596,5,103.8,60,galaxy_a60_b10_c80_v5.col,0.6633
10,90,3.49572,0.1777,3460,3400,1,119.0,60,galaxy_a60_b10_c90_v1.col,1.5492
10,90,2.93366,0.1389,3239,3179,2,114.0,60,galaxy_a60_b10_c90_v2.col,0.7071
10,90,3.17528,0.1273,3383,3323,3,119.2,60,galaxy_a60_b10_c90_v3.col,1.0198
10,90,2.47561,0.141,2868,2808,4,107.8,60,galaxy_a60_b10_c90_v4.col,0.3742
10,90,2.58986,0.1405,2928,2868,5,108.2,60,galaxy_a60_b10_c90_v5.col,1.3191
10,100,3.56359,0.1211,3630,3565,1,121.4,65,galaxy_a65_b10_c100_v1.col,1.3266
10,100,3.18692,0.1074,3413,3348,2,120.6,65,galaxy_a65_b10_c100_v2.col,1.9131
10,100,3.90322,0.1168,3875,3810,3,127.4,65,galaxy_a65_b10_c100_v3.col,0.9274
10,100,3.47996,0.153,3532,3467,4,122.4,65,galaxy_a65_b10_c100_v4.col,1.2083
10,100,3.11815,0.1172,3413,3348,5,120.0,65,galaxy_a65_b10_c100_v5.col,1.4142
10,20,0.43956,0.0019,1068,1003,1,76.8,65,galaxy_a65_b10_c20_v1.col,0.2
10,20,0.45701,0.0035,1061,996,2,77.0,65,galaxy_a65_b10_c20_v2.col,0.7071
10,20,0.62189,0.1045,1097,1032,3,77.6,65,galaxy_a65_b10_c20_v3.col,0.4
10,20,0.42508,0.0061,1024,959,4,75.8,65,galaxy_a65_b10_c20_v4.col,0.5831
10,20,0.43812,0.0034,1035,970,5,77.2,65,galaxy_a65_b10_c20_v5.col,0.3742
10,30,0.6858,0.0103,1405,1340,1,80.6,65,galaxy_a65_b10_c30_v1.col,0.5099
10,30,0.79278,0.1033,1415,1350,2,82.0,65,galaxy_a65_b10_c30_v2.col,0.6325
10,30,0.6499,0.0073,1376,1311,3,80.4,65,galaxy_a65_b10_c30_v3.col,0.8718
10,30,0.63901,0.003,1344,1279,4,81.4,65,galaxy_a65_b10_c30_v4.col,0.6782
10,30,0.65478,0.0044,1345,1280,5,81.2,65,galaxy_a65_b10_c30_v5.col,0.4899
10,40,1.10823,0.1284,1730,1665,1,86.0,65,galaxy_a65_b10_c40_v1.col,0.8367
10,40,0.83789,0.0195,1588,1523,2,83.8,65,galaxy_a65_b10_c40_v2.col,1.1576
10,40,1.03346,0.0237,1765,1700,3,86.2,65,galaxy_a65_b10_c40_v3.col,0.9695
10,40,1.09657,0.106,1694,1629,4,85.2,65,galaxy_a65_b10_c40_v4.col,0.5831
10,40,0.92685,0.0275,1570,1505,5,84.0,65,galaxy_a65_b10_c40_v5.col,1.1402
10,50,1.38748,0.069,2057,1992,1,92.4,65,galaxy_a65_b10_c50_v1.col,0.6782
10,50,1.57254,0.1471,2140,2075,2,92.8,65,galaxy_a65_b10_c50_v2.col,1.0198
10,50,1.24069,0.0382,1976,1911,3,90.2,65,galaxy_a65_b10_c50_v3.col,1.2806
10,50,1.41142,0.1216,2059,1994,4,93.4,65,galaxy_a65_b10_c50_v4.col,0.9798
10,50,1.24452,0.0309,2026,1961,5,91.2,65,galaxy_a65_b10_c50_v5.col,1.4967
10,60,1.36288,0.0142,2110,2045,1,92.2,65,galaxy_a65_b10_c60_v1.col,0.8602
10,60,1.74961,0.1298,2388,2323,2,98.8,65,galaxy_a65_b10_c60_v2.col,0.5831
10,60,1.65061,0.0165,2424,2359,3,97.6,65,galaxy_a65_b10_c60_v3.col,0.8124
10,60,1.64089,0.14,2296,2231,4,95.8,65,galaxy_a65_b10_c60_v4.col,1.241
10,60,1.51653,0.0163,2287,2222,5,94.6,65,galaxy_a65_b10_c60_v5.col,1.0296
10,70,2.29719,0.159,2765,2700,1,104.2,65,galaxy_a65_b10_c70_v1.col,1.562
10,70,1.76467,0.0119,2417,2352,2,100.6,65,galaxy_a65_b10_c70_v2.col,0.7483
10,70,2.45733,0.1599,2809,2744,3,106.4,65,galaxy_a65_b10_c70_v3.col,0.5099
10,70,2.00698,0.1373,2623,2558,4,101.2,65,galaxy_a65_b10_c70_v4.col,1.3565
10,70,2.49028,0.1158,3024,2959,5,110.0,65,galaxy_a65_b10_c70_v5.col,1.3038
10,80,2.34237,0.1157,2853,2788,1,108.0,65,galaxy_a65_b10_c80_v1.col,0.9487
10,80,2.33622,0.1342,2836,2771,2,106.4,65,galaxy_a65_b10_c80_v2.col,0.8124
10,80,2.08086,0.0075,2840,2775,3,106.6,65,galaxy_a65_b10_c80_v3.col,1.1662
10,80,2.80712,0.1457,3132,3067,4,113.0,65,galaxy_a65_b10_c80_v4.col,1.3038
10,80,2.58183,0.145,2836,2771,5,108.4,65,galaxy_a65_b10_c80_v5.col,0.6782
10,90,3.55372,0.1229,3668,3603,1,121.0,65,galaxy_a65_b10_c90_v1.col,0.4472
10,90,2.90234,0.1246,3254,3189,2,113.2,65,galaxy_a65_b10_c90_v2.col,1.562
10,90,3.43402,0.1795,3505,3440,3,119.8,65,galaxy_a65_b10_c90_v3.col,0.7348
10,90,3.38553,0.1313,3490,3425,4,120.0,65,galaxy_a65_b10_c90_v4.col,1.0488
10,90,3.03003,0.1458,3256,3191,5,117.2,65,galaxy_a65_b10_c90_v5.col,0.6633
10,100,3.67299,0.158,3701,3631,1,127.6,70,galaxy_a70_b10_c100_v1.col,1.5033
10,100,4.05524,0.115,4044,3974,2,131.2,70,galaxy_a70_b10_c100_v2.col,1.3191
10,100,3.62775,0.1635,3719,3649,3,124.8,70,galaxy_a70_b10_c100_v3.col,1.7146
10,100,3.9228,0.1229,3854,3784,4,128.4,70,galaxy_a70_b10_c100_v4.col,1.077
10,100,4.31008,0.118,4061,3991,5,131.2,70,galaxy_a70_b10_c100_v5.col,0.8602
10,20,0.65846,0.1304,1125,1055,1,83.0,70,galaxy_a70_b10_c20_v1.col,0.7071
10,20,0.49602,0.0148,1107,1037,2,81.0,70,galaxy_a70_b10_c20_v2.col,0.5477
10,20,0.48145,0.0012,1108,1038,3,81.8,70,galaxy_a70_b10_c20_v3.col,0.5831
10,20,0.53233,0.0221,1111,1041,4,81.8,70,galaxy_a70_b10_c20_v4.col,0.5831
10,20,0.51725,0.0026,1144,1074,5,82.8,70,galaxy_a70_b10_c20_v5.col,0.2
10,30,0.90774,0.1064,1431,1361,1,85.6,70,galaxy_a70_b10_c30_v1.col,0.9274
10,30,0.76911,0.0557,1447,1377,2,87.2,70,galaxy_a70_b10_c30_v2.col,0.3742
10,30,0.80205,0.0299,1511,1441,3,86.4,70,galaxy_a70_b10_c30_v3.col,0.8718
10,30,0.87685,0.1085,1430,1360,4,84.6,70,galaxy_a70_b10_c30_v4.col,0.6782
10,30,0.86912,0.0207,1597,1527,5,88.4,70,galaxy_a70_b10_c30_v5.col,0.9274
10,40,1.12024,0.1133,1724,1654,1,89.2,70,galaxy_a70_b10_c40_v1.col,0.8
10,40,1.31682,0.1358,1822,1752,2,91.4,70,galaxy_a70_b10_c40_v2.col,1.0296
10,40,1.28712,0.0496,1972,1902,3,93.8,70,galaxy_a70_b10_c40_v3.col,0.3742
10,40,1.11885,0.0164,1900,1830,4,91.6,70,galaxy_a70_b10_c40_v4.col,0.7483
10,40,1.16931,0.1484,1790,1720,5,89.2,70,galaxy_a70_b10_c40_v5.col,0.2
10,50,1.42635,0.0117,2186,2116,1,97.0,70,galaxy_a70_b10_c50_v1.col,0.3162
10,50,1.39139,0.0164,2118,2048,2,95.2,70,galaxy_a70_b10_c50_v2.col,0.9695
10,50,1.35398,0.173,1950,1880,3,92.0,70,galaxy_a70_b10_c50_v3.col,1.0
10,50,1.57766,0.0302,2236,2166,4,96.8,70,galaxy_a70_b10_c50_v4.col,0.5831
10,50,1.51715,0.1537,2087,2017,5,94.0,70,galaxy_a70_b10_c50_v5.col,0.8944
10,60,1.67887,0.0215,2450,2380,1,100.2,70,galaxy_a70_b10_c60_v1.col,1.0198
10,60,1.86498,0.1423,2485,2415,2,102.2,70,galaxy_a70_b10_c60_v2.col,0.8
10,60,1.85399,0.0228,2495,2425,3,101.8,70,galaxy_a70_b10_c60_v3.col,0.9695
10,60,2.12678,0.1135,2622,2552,4,102.8,70,galaxy_a70_b10_c60_v4.col,1.1136
10,60,2.01917,0.0196,2679,2609,5,104.4,70,galaxy_a70_b10_c60_v5.col,1.2083
10,70,2.40305,0.1295,2896,2826,1,107.8,70,galaxy_a70_b10_c70_v1.col,1.6553
10,70,2.84927,0.1687,3109,3039,2,113.2,70,galaxy_a70_b10_c70_v2.col,0.4899
10,70,2.47223,0.1141,2943,2873,3,107.2,70,galaxy_a70_b10_c70_v3.col,1.4629
10,70,2.32495,0.155,2772,2702,4,105.2,70,galaxy_a70_b10_c70_v4.col,1.241
10,70,2.81746,0.1457,3027,2957,5,109.8,70,galaxy_a70_b10_c70_v5.col,0.8602
10,80,2.78575,0.1442,3060,2990,1,113.2,70,galaxy_a70_b10_c80_v1.col,0.4899
10,80,2.7564,0.1339,3192,3122,2,112.4,70,galaxy_a70_b10_c80_v2.col,1.4
10,80,3.37075,0.1047,3374,3304,3,117.6,70,galaxy_a70_b10_c80_v3.col,0.4
10,80,2.66015,0.1271,3087,3017,4,111.0,70,galaxy_a70_b10_c80_v4.col,1.0488
