mean_fit_t,b,c,mean_upd_t,mean_init_t,se_init_t,mean_mut_t,se_fit_t,se_mut_t,se_upd_t,N,M,v,mean_sel_t,a,se_cross_t,se_sel_t,mean_cross_t,instancia
0.071,10,50,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,286,276,4,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c50_v4.col
0.07484,10,50,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,320,310,5,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c50_v5.col
0.09198,10,60,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,360,350,1,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c60_v1.col
0.05994,10,60,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,261,251,2,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c60_v2.col
0.08976,10,60,0.0,0.0,0.0,0.0,0.0111,0.0,0.0,259,249,3,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c60_v3.col
0.10649,10,60,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,402,392,4,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c60_v4.col
0.0826,10,60,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,341,331,5,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c60_v5.col
0.16173,10,70,0.0,0.0,0.0,0.0,0.0228,0.0,0.0,458,448,1,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c70_v1.col
0.14248,10,70,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,492,482,2,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c70_v2.col
0.14762,10,70,0.0,0.0,0.0,0.0,0.0158,0.0,0.0,447,437,3,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c70_v3.col
0.11197,10,70,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,430,420,4,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c70_v4.col
0.12178,10,70,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,456,446,5,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c70_v5.col
0.14928,10,80,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,469,459,1,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c80_v1.col
0.19211,10,80,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,519,509,2,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c80_v2.col
0.19905,10,80,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,575,565,3,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c80_v3.col
0.12927,10,80,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,435,425,4,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c80_v4.col
0.11317,10,80,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,424,414,5,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c80_v5.col
0.17139,10,90,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,550,540,1,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c90_v1.col
0.20442,10,90,0.0,0.0,0.0,0.0,0.003,0.0,0.0,618,608,2,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c90_v2.col
0.11594,10,90,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,438,428,3,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c90_v3.col
0.13603,10,90,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,475,465,4,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c90_v4.col
0.19221,10,90,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,593,583,5,0.0,10,0.0,0.0,0.0,galaxy_a10_b10_c90_v5.col
0.38827,10,100,0.0,0.0,0.0,0.0,0.0201,0.0,0.0,876,861,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c100_v1.col
0.455,10,100,0.0,0.0,0.0,0.0,0.1317,0.0,0.0,750,735,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c100_v2.col
0.38788,10,100,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,939,924,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c100_v3.col
0.28541,10,100,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,774,759,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c100_v4.col
0.32962,10,100,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,783,768,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c100_v5.col
0.06128,10,20,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,251,236,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c20_v1.col
0.05258,10,20,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,265,250,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c20_v2.col
0.04651,10,20,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,239,224,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c20_v3.col
0.04392,10,20,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,232,217,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c20_v4.col
0.04693,10,20,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,248,233,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c20_v5.col
0.0681,10,30,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,305,290,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c30_v1.col
0.06298,10,30,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,308,293,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c30_v2.col
0.06662,10,30,0.0,0.0,0.0,0.0,0.001,0.0,0.0,319,304,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c30_v3.col
0.06596,10,30,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,300,285,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c30_v4.col
0.07367,10,30,0.0,0.0,0.0,0.0,0.001,0.0,0.0,345,330,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c30_v5.col
0.1255,10,40,0.0,0.0,0.0,0.0,0.018,0.0,0.0,423,408,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c40_v1.col
0.10733,10,40,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,435,420,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c40_v2.col
0.0837,10,40,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,358,343,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c40_v3.col
0.07509,10,40,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,341,326,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c40_v4.col
0.08231,10,40,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,360,345,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c40_v5.col
0.11807,10,50,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,461,446,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c50_v1.col
0.13635,10,50,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,465,450,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c50_v2.col
0.17582,10,50,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,546,531,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c50_v3.col
0.1017,10,50,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,372,357,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c50_v4.col
0.15237,10,50,0.0,0.0,0.0,0.0,0.012,0.0,0.0,497,482,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c50_v5.col
0.21981,10,60,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,599,584,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c60_v1.col
0.21208,10,60,0.0,0.0,0.0,0.0,0.0197,0.0,0.0,580,565,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c60_v2.col
0.17227,10,60,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,510,495,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c60_v3.col
0.14503,10,60,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,509,494,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c60_v4.col
0.17415,10,60,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,537,522,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c60_v5.col
0.13032,10,70,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,487,472,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c70_v1.col
0.15028,10,70,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,547,532,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c70_v2.col
0.21521,10,70,0.0,0.0,0.0,0.0,0.0343,0.0,0.0,590,575,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c70_v3.col
0.39036,10,70,0.0,0.0,0.0,0.0,0.1211,0.0,0.0,674,659,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c70_v4.col
0.26607,10,70,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,712,697,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c70_v5.col
0.1842,10,80,0.0,0.0,0.0,0.0,0.0135,0.0,0.0,551,536,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c80_v1.col
0.22574,10,80,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,694,679,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c80_v2.col
0.19604,10,80,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,589,574,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c80_v3.col
0.24611,10,80,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,657,642,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c80_v4.col
0.32238,10,80,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,832,817,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c80_v5.col
0.25393,10,90,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,705,690,1,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c90_v1.col
0.36057,10,90,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,820,805,2,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c90_v2.col
0.37789,10,90,0.0,0.0,0.0,0.0,0.1041,0.0,0.0,782,767,3,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c90_v3.col
0.2644,10,90,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,711,696,4,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c90_v4.col
0.21512,10,90,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,666,651,5,0.0,15,0.0,0.0,0.0,galaxy_a15_b10_c90_v5.col
0.42948,10,100,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,1027,1007,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c100_v1.col
0.53582,10,100,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,1192,1172,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c100_v2.col
0.58487,10,100,0.0,0.0,0.0,0.0,0.1042,0.0,0.0,1059,1039,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c100_v3.col
0.48851,10,100,0.0,0.0,0.0,0.0,0.0156,0.0,0.0,1104,1084,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c100_v4.col
0.57761,10,100,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,1189,1169,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c100_v5.col
0.08128,10,20,0.0,0.0,0.0,0.0,0.0131,0.0,0.0,289,269,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c20_v1.col
0.07112,10,20,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,327,307,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c20_v2.col
0.09096,10,20,0.0,0.0,0.0,0.0,0.0165,0.0,0.0,318,298,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c20_v3.col
0.0697,10,20,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,309,289,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c20_v4.col
0.06977,10,20,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,318,298,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c20_v5.col
0.09653,10,30,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,391,371,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c30_v1.col
0.11086,10,30,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,448,428,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c30_v2.col
0.1046,10,30,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,433,413,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c30_v3.col
0.10238,10,30,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,429,409,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c30_v4.col
0.10255,10,30,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,427,407,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c30_v5.col
0.16464,10,40,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,595,575,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c40_v1.col
0.1601,10,40,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,580,560,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c40_v2.col
0.13484,10,40,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,503,483,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c40_v3.col
0.11784,10,40,0.0,0.0,0.0,0.0,0.006,0.0,0.0,483,463,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c40_v4.col
0.16189,10,40,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,545,525,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c40_v5.col
0.19883,10,50,0.0,0.0,0.0,0.0,0.0183,0.0,0.0,621,601,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c50_v1.col
0.36328,10,50,0.0,0.0,0.0,0.0,0.1407,0.0,0.0,674,654,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c50_v2.col
0.22803,10,50,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,710,690,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c50_v3.col
0.16569,10,50,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,589,569,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c50_v4.col
0.23043,10,50,0.0,0.0,0.0,0.0,0.0291,0.0,0.0,643,623,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c50_v5.col
0.29219,10,60,0.0,0.0,0.0,0.0,0.001,0.0,0.0,845,825,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c60_v1.col
0.24884,10,60,0.0,0.0,0.0,0.0,0.0173,0.0,0.0,688,668,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c60_v2.col
0.26744,10,60,0.0,0.0,0.0,0.0,0.015,0.0,0.0,755,735,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c60_v3.col
0.24971,10,60,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,743,723,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c60_v4.col
0.40182,10,60,0.0,0.0,0.0,0.0,0.1504,0.0,0.0,678,658,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c60_v5.col
0.31661,10,70,0.0,0.0,0.0,0.0,0.009,0.0,0.0,863,843,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c70_v1.col
0.18345,10,70,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,624,604,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c70_v2.col
0.28651,10,70,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,825,805,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c70_v3.col
0.2802,10,70,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,818,798,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c70_v4.col
0.28506,10,70,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,819,799,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c70_v5.col
0.47053,10,80,0.0,0.0,0.0,0.0,0.1048,0.0,0.0,923,903,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c80_v1.col
0.34338,10,80,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,918,898,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c80_v2.col
0.44272,10,80,0.0,0.0,0.0,0.0,0.0248,0.0,0.0,1028,1008,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c80_v3.col
0.3305,10,80,0.0,0.0,0.0,0.0,0.0177,0.0,0.0,867,847,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c80_v4.col
0.39703,10,80,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,999,979,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c80_v5.col
0.47696,10,90,0.0,0.0,0.0,0.0,0.023,0.0,0.0,1013,993,1,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c90_v1.col
0.59922,10,90,0.0,0.0,0.0,0.0,0.1377,0.0,0.0,1017,997,2,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c90_v2.col
0.34142,10,90,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,841,821,3,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c90_v3.col
0.46725,10,90,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,1028,1008,4,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c90_v4.col
0.438,10,90,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,1063,1043,5,0.0,20,0.0,0.0,0.0,galaxy_a20_b10_c90_v5.col
0.83696,10,100,0.0,0.0,0.0,0.0,0.1134,0.0,0.0,1373,1348,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c100_v1.col
0.7523,10,100,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,1480,1455,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c100_v2.col
0.85935,10,100,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,1574,1549,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c100_v3.col
0.90842,10,100,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,1630,1605,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c100_v4.col
0.7683,10,100,0.0,0.0,0.0,0.0,0.036,0.0,0.0,1456,1431,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c100_v5.col
0.10888,10,20,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,387,362,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c20_v1.col
0.09863,10,20,0.0,0.0,0.0,0.0,0.007,0.0,0.0,398,373,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c20_v2.col
0.09694,10,20,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,403,378,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c20_v3.col
0.08783,10,20,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,372,347,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c20_v4.col
0.09131,10,20,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,398,373,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c20_v5.col
0.14675,10,30,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,557,532,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c30_v1.col
0.18158,10,30,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,544,519,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c30_v2.col
0.13168,10,30,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,513,488,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c30_v3.col
0.1495,10,30,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,525,500,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c30_v4.col
0.1877,10,30,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,528,503,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c30_v5.col
0.17191,10,40,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,604,579,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c40_v1.col
0.19595,10,40,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,655,630,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c40_v2.col
0.18751,10,40,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,634,609,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c40_v3.col
0.34019,10,40,0.0,0.0,0.0,0.0,0.1238,0.0,0.0,692,667,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c40_v4.col
0.20025,10,40,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,625,600,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c40_v5.col
0.25921,10,50,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,797,772,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c50_v1.col
0.24509,10,50,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,749,724,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c50_v2.col
0.2549,10,50,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,762,737,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c50_v3.col
0.29056,10,50,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,849,824,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c50_v4.col
0.26262,10,50,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,789,764,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c50_v5.col
0.43957,10,60,0.0,0.0,0.0,0.0,0.1493,0.0,0.0,814,789,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c60_v1.col
0.29875,10,60,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,882,857,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c60_v2.col
0.32214,10,60,0.0,0.0,0.0,0.0,0.0209,0.0,0.0,865,840,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c60_v3.col
0.31247,10,60,0.0,0.0,0.0,0.0,0.003,0.0,0.0,913,888,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c60_v4.col
0.30364,10,60,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,887,862,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c60_v5.col
0.45872,10,70,0.0,0.0,0.0,0.0,0.0167,0.0,0.0,1030,1005,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c70_v1.col
0.53253,10,70,0.0,0.0,0.0,0.0,0.1304,0.0,0.0,1013,988,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c70_v2.col
0.41157,10,70,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,1028,1003,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c70_v3.col
0.3816,10,70,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,1004,979,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c70_v4.col
0.34656,10,70,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,949,924,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c70_v5.col
0.44048,10,80,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,1071,1046,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c80_v1.col
0.69545,10,80,0.0,0.0,0.0,0.0,0.129,0.0,0.0,1275,1250,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c80_v2.col
0.60541,10,80,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,1339,1314,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c80_v3.col
0.44662,10,80,0.0,0.0,0.0,0.0,0.002,0.0,0.0,1099,1074,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c80_v4.col
0.59332,10,80,0.0,0.0,0.0,0.0,0.0248,0.0,0.0,1277,1252,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c80_v5.col
0.6481,10,90,0.0,0.0,0.0,0.0,0.1108,0.0,0.0,1220,1195,1,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c90_v1.col
0.42565,10,90,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,1128,1103,2,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c90_v2.col
0.50841,10,90,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,1201,1176,3,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c90_v3.col
0.46435,10,90,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,1077,1052,4,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c90_v4.col
0.70812,10,90,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,1435,1410,5,0.0,25,0.0,0.0,0.0,galaxy_a25_b10_c90_v5.col
1.06447,10,100,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,1837,1807,1,0.0,30,0.0,0.0,0.0,galaxy_a30_b10_c100_v1.col
0.6667,10,100,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,1411,1381,2,0.0,30,0.0,0.0,0.0,galaxy_a30_b10_c100_v2.col
